alpha body, Neutral Point
 -10.000000,    0.187601
  -9.000000,    0.198270
  -8.000000,    0.219380
  -7.000000,    0.240090
  -6.000000,    0.259940
  -5.000000,    0.279104
  -4.000000,    0.294774
  -3.000000,    0.306283
  -2.000000,    0.325942
  -1.000000,    0.345503
   0.000000,    0.355381
   1.000000,    0.364710
   2.000000,    0.374073
   3.000000,    0.383013
   4.000000,    0.391476
   5.000000,    0.398976
   6.000000,    0.405654
   7.000000,    0.412049
   8.000000,    0.418228
   9.000000,    0.423985
  10.000000,    0.429259
  11.000000,    0.441169
  12.000000,    0.477331
  13.000000,    0.582301
  14.000000,    0.830557
  15.000000,    2.040861
  16.000000,    7.360965
