alpha body, Neutral Point
 -10.000000,    0.201932
  -9.000000,    0.211823
  -8.000000,    0.231384
  -7.000000,    0.250552
  -6.000000,    0.268926
  -5.000000,    0.286656
  -4.000000,    0.300788
  -3.000000,    0.310677
  -2.000000,    0.328829
  -1.000000,    0.346907
   0.000000,    0.355264
   1.000000,    0.363092
   2.000000,    0.370903
   3.000000,    0.378271
   4.000000,    0.385163
   5.000000,    0.391166
   6.000000,    0.396409
   7.000000,    0.401339
   8.000000,    0.406019
   9.000000,    0.410270
  10.000000,    0.414073
  11.000000,    0.424568
  12.000000,    0.459337
  13.000000,    0.563154
  14.000000,    0.811235
