alpha body, Neutral Point
 -10.000000,    0.200587
  -9.000000,    0.210038
  -8.000000,    0.228802
  -7.000000,    0.247329
  -6.000000,    0.265223
  -5.000000,    0.282601
  -4.000000,    0.296919
  -3.000000,    0.307624
  -2.000000,    0.325574
  -1.000000,    0.343453
   0.000000,    0.352801
   1.000000,    0.361677
   2.000000,    0.370599
   3.000000,    0.379154
   4.000000,    0.387294
   5.000000,    0.394551
   6.000000,    0.401037
   7.000000,    0.407256
   8.000000,    0.413276
   9.000000,    0.418902
  10.000000,    0.424035
  11.000000,    0.434468
  12.000000,    0.464416
  13.000000,    0.550987
  14.000000,    0.752943
  15.000000,    1.758840
  16.000000,    6.009220
  17.000000,    8.478842
  18.000000,    5.115992
  19.000000,    1.996585
  20.000000,    1.327764
