BlockFuel[kg], BlockTime[min]
5815.326897,  275.459441
5877.070761,  274.779468
6432.923842,  269.079649
5303.380080,  283.118210
5424.519139,  280.838921
5495.685136,  279.399720
6305.943159,  270.289392
6607.983497,  267.418571
5491.315803,  279.454561
5784.855014,  275.769942
5673.447169,  277.168406
6888.194493,  264.961361
5294.817962,  283.278934
5343.523839,  282.362653
5930.065961,  274.195861
6624.122115,  267.266331
6934.866875,  264.551582
6276.480282,  270.588450
5978.714924,  273.660089
5833.777353,  275.256251
6467.608870,  268.750537
6012.661218,  273.266447
6825.223716,  265.514240
6055.433640,  272.815171
5776.108967,  275.879741
6474.760277,  268.682680
5715.874978,  276.635832
5839.689184,  275.191145
6245.911533,  270.898745
6106.525541,  272.313643
6302.413008,  270.318004
6473.334178,  268.696213
5470.832781,  279.967692
6003.216327,  273.393236
6313.761630,  270.209932
6049.074113,  272.885209
5376.682075,  281.738861
5559.047515,  278.604392
5327.444582,  282.665238
6741.527861,  266.249095
5289.262593,  283.383445
5943.734967,  274.045310
6163.678332,  271.733490
6178.158745,  271.586500
6480.871346,  268.624694
5794.759879,  275.645618
6935.136969,  264.549221
6269.681509,  270.657458
6022.346666,  273.168132
6560.896322,  267.865368
5587.225381,  278.250695
5699.157626,  276.845680
5434.044721,  280.659719
6080.514022,  272.577684
5579.490628,  278.347785
5442.756917,  280.495819
5554.390410,  278.662850
5395.929885,  281.376762
6820.500421,  265.555710
5512.678955,  279.179505
6352.258934,  269.845044
6555.756804,  267.914155
5501.834089,  279.322515
6847.514075,  265.318532
5527.643902,  278.898809
6297.978477,  270.360085
6136.975216,  272.009772
5328.504026,  282.645218
5842.785486,  275.157059
6303.265559,  270.309914
5317.332729,  282.855375
5393.581886,  281.420932
5299.814823,  283.185002
6008.819918,  273.305438
5828.304503,  275.316522
6414.435506,  269.255077
5360.008312,  282.052538
6588.845942,  267.589622
5708.777727,  276.724920
5722.172682,  276.556780
5782.662009,  275.797470
6093.496598,  272.445899
6248.610954,  270.871344
5863.648190,  274.927303
5774.347067,  275.901849
5365.220906,  281.954475
6420.390212,  269.198575
5520.496030,  279.033254
6596.801852,  267.519787
6061.409789,  272.749357
5814.792813,  275.465326
6829.678284,  265.475141
5829.141520,  275.307304
5726.002306,  276.508709
5748.065404,  276.200174
5606.327208,  278.010923
6632.490849,  267.186029
5418.036856,  280.960874
6905.500586,  264.809414
6764.883000,  266.044028
5716.429477,  276.628872
5434.016072,  280.660265
5483.966593,  279.720547
5593.699842,  278.169438
5518.638759,  279.068244
5383.254019,  281.615228
5296.943333,  283.239020
6250.473222,  270.852439
6483.506662,  268.599689
5830.243999,  275.295165
5938.676511,  274.101014
5449.122758,  280.376060
5639.797292,  277.590793
6543.910900,  268.026618
6574.272317,  267.717564
6299.252862,  270.347988
5777.050034,  275.867928
5315.296893,  282.893675
5887.164932,  274.668303
5923.556621,  274.267541
5727.492449,  276.490004
6933.012115,  264.567885
5432.831922,  280.682536
6700.693096,  266.607610
6393.718307,  269.451659
5576.979454,  278.379306
5290.777826,  283.354954
5435.352781,  280.635110
6756.416640,  266.118362
6752.648239,  266.151448
6792.851594,  265.798465
6298.321365,  270.356826
5885.891080,  274.682332
5854.428784,  275.028820
6853.254058,  265.268162
5659.989090,  277.337338
5904.280225,  274.479815
5750.208553,  276.176574
6885.164887,  264.987961
6888.439653,  264.959234
6855.713127,  265.246545
5890.025856,  274.636796
5390.510685,  281.478709
5526.550924,  278.919375
6144.906945,  271.924037
6627.700853,  267.232134
