alpha body, CLh_e
 -10.000000,   -0.562658
  -9.090909,   -0.559860
  -8.181818,   -0.557070
  -7.272727,   -0.554277
  -6.363636,   -0.551468
  -5.454545,   -0.548633
  -4.545455,   -0.545759
  -3.636364,   -0.542836
  -2.727273,   -0.539852
  -1.818182,   -0.530966
  -0.909091,   -0.532614
  -0.000000,   -0.534166
   0.909091,   -0.535610
   1.818182,   -0.536934
   2.727273,   -0.538127
   3.636364,   -0.539178
