alpha body, CLh_e
 -10.000000,   -0.594726
  -9.090909,   -0.610916
  -8.181818,   -0.627161
  -7.272727,   -0.643435
  -6.363636,   -0.659715
  -5.454545,   -0.675974
  -4.545455,   -0.692188
  -3.636364,   -0.708334
  -2.727273,   -0.724387
  -1.818182,   -0.734767
  -0.909091,   -0.755128
