alpha body, CLh_e
 -10.000000,   -0.581846
  -9.090909,   -0.590409
  -8.181818,   -0.599009
  -7.272727,   -0.607625
  -6.363636,   -0.616238
  -5.454545,   -0.624828
  -4.545455,   -0.633376
  -3.636364,   -0.641862
  -2.727273,   -0.650269
  -1.818182,   -0.652911
  -0.909091,   -0.665756
  -0.000000,   -0.678464
   0.909091,   -0.691016
