Mach, Climb Angle
   0.245846,   -0.508856
   0.248009,   -0.287930
   0.250172,    0.062133
   0.252335,    0.253316
   0.254498,    0.440118
   0.256662,    0.540837
   0.258825,    0.642672
   0.260988,    0.744761
   0.263151,    0.803143
   0.265314,    0.862263
   0.267477,    0.922120
   0.269641,    0.979093
   0.271804,    1.018813
   0.273967,    1.059097
   0.276130,    1.100517
   0.278293,    1.146544
   0.280456,    1.182621
   0.282620,    1.215027
   0.284783,    1.247883
   0.286946,    1.281190
   0.289109,    1.314948
   0.291272,    1.339473
   0.293436,    1.360999
   0.295599,    1.382878
   0.297762,    1.405112
   0.299925,    1.427698
   0.302088,    1.449109
   0.304251,    1.461004
   0.306415,    1.473171
   0.308578,    1.485609
   0.310741,    1.499003
   0.312904,    1.515712
   0.315067,    1.532694
   0.317230,    1.541454
   0.319394,    1.547567
   0.321557,    1.553875
   0.323720,    1.560377
   0.325883,    1.567074
   0.328046,    1.573965
   0.330210,    1.581050
   0.332373,    1.583728
   0.334536,    1.579230
   0.336699,    1.574849
   0.338862,    1.570584
   0.341025,    1.566437
   0.343189,    1.562406
   0.345352,    1.559090
   0.347515,    1.557760
   0.349678,    1.556548
   0.351841,    1.547656
   0.354004,    1.536520
   0.356168,    1.525440
   0.358331,    1.514414
   0.360494,    1.503443
   0.362657,    1.492526
   0.364820,    1.481664
   0.366983,    1.470857
   0.369147,    1.460104
   0.371310,    1.449406
   0.373473,    1.434319
   0.375636,    1.414892
   0.377799,    1.395468
   0.379963,    1.376793
   0.382126,    1.359845
   0.384289,    1.342901
   0.386452,    1.325960
   0.388615,    1.309024
   0.390778,    1.292090
   0.392942,    1.275161
   0.395105,    1.258235
   0.397268,    1.241313
   0.399431,    1.224394
   0.401594,    1.199191
   0.403757,    1.173771
   0.405921,    1.148309
   0.408084,    1.122806
   0.410247,    1.097260
   0.412410,    1.071673
   0.414573,    1.046828
   0.416737,    1.023333
   0.418900,    0.999796
   0.421063,    0.976217
   0.423226,    0.952596
   0.425389,    0.928933
   0.427552,    0.905228
   0.429716,    0.881481
   0.431879,    0.857692
   0.434042,    0.831838
   0.436205,    0.798975
   0.438368,    0.766025
   0.440531,    0.732989
   0.442695,    0.699866
   0.444858,    0.666656
   0.447021,    0.633360
   0.449184,    0.600664
   0.451347,    0.568831
   0.453510,    0.536911
   0.455674,    0.504904
   0.457837,    0.472810
   0.460000,    0.440630
