Mach, Rate of Climb
   0.203576,    6.473264
   0.205762,    6.522487
   0.207948,    6.571034
   0.210134,    6.616702
   0.212320,    6.659553
   0.214507,    6.699656
   0.216693,    6.737096
   0.218879,    6.771191
   0.221065,    6.802393
   0.223251,    6.831077
   0.225437,    6.857206
   0.227623,    6.879637
   0.229809,    6.899763
   0.231995,    6.917388
   0.234181,    6.931339
   0.236368,    6.943273
   0.238554,    6.951904
   0.240740,    6.957842
   0.242926,    6.961307
   0.245112,    6.961328
   0.247298,    6.959442
   0.249484,    6.953658
   0.251670,    6.952295
   0.253856,    6.948902
   0.256042,    6.943967
   0.258229,    6.935386
   0.260415,    6.924867
   0.262601,    6.911327
   0.264787,    6.895074
   0.266973,    6.876846
   0.269159,    6.854718
   0.271345,    6.831217
   0.273531,    6.803985
   0.275717,    6.774397
   0.277903,    6.743115
   0.280090,    6.707323
   0.282276,    6.669990
   0.284462,    6.630308
   0.286648,    6.586585
   0.288834,    6.541233
   0.291020,    6.493520
   0.293206,    6.441607
   0.295392,    6.387979
   0.297578,    6.332631
   0.299764,    6.272351
   0.301951,    6.214550
   0.304137,    6.155534
   0.306323,    6.093194
   0.308509,    6.027384
   0.310695,    5.959751
   0.312881,    5.890291
   0.315067,    5.816687
   0.317253,    5.740233
   0.319439,    5.661867
   0.321625,    5.581581
   0.323812,    5.497392
   0.325998,    5.409936
   0.328184,    5.320476
   0.330370,    5.229003
   0.332556,    5.135087
   0.334742,    5.036293
   0.336928,    4.935402
   0.339114,    4.832409
   0.341300,    4.727306
   0.343486,    4.619363
   0.345673,    4.506734
   0.347859,    4.391912
   0.350045,    4.275160
   0.352231,    4.169294
   0.354417,    4.061377
   0.356603,    3.948776
   0.358789,    3.833418
   0.360975,    3.715927
   0.363161,    3.596295
   0.365347,    3.474514
   0.367534,    3.350576
   0.369720,    3.221915
   0.371906,    3.090326
   0.374092,    2.956498
   0.376278,    2.820423
   0.378464,    2.682093
   0.380650,    2.541499
   0.382836,    2.398503
   0.385022,    2.250089
   0.387208,    2.099331
   0.389395,    1.946220
   0.391581,    1.790749
   0.393767,    1.632908
   0.395953,    1.472689
   0.398139,    1.310083
   0.400325,    1.145374
   0.402511,    0.985775
   0.404697,    0.823831
   0.406883,    0.659533
   0.409069,    0.492872
   0.411256,    0.323839
   0.413442,    0.152426
   0.415628,   -0.021376
   0.417814,   -0.197577
   0.420000,   -0.378456
