Speed (CAS), Climb Angle
 157.608902,  109.042980
 158.859606,  109.701343
 160.110310,  111.263851
 161.361015,  112.943109
 162.611719,  114.659573
 163.862423,  116.373994
 165.113128,  118.014195
 166.363832,  119.668187
 167.614536,  121.261725
 168.865241,  122.749082
 170.115945,  124.248781
 171.366649,  125.760825
 172.617353,  127.083709
 173.868058,  128.358774
 175.118762,  129.644288
 176.369466,  130.940252
 177.620171,  132.206623
 178.870875,  133.228901
 180.121579,  134.259556
 181.372284,  135.303593
 182.622988,  136.357461
 183.873692,  137.419706
 185.124397,  138.446275
 186.375101,  139.149004
 187.625805,  139.857570
 188.876510,  140.571972
 190.127214,  141.292211
 191.377918,  142.018288
 192.628623,  142.750201
 193.879327,  143.402016
 195.130031,  143.789811
 196.380736,  144.181151
 197.631440,  144.576036
 198.882144,  144.974466
 200.132848,  145.376440
 201.383553,  145.781959
 202.634257,  146.191023
 203.884961,  146.520553
 205.135666,  146.627122
 206.386370,  146.735341
 207.637074,  146.845209
 208.887779,  146.956726
 210.138483,  147.069893
 211.389187,  147.184710
 212.639892,  147.301177
 213.890596,  147.419293
 215.141300,  147.539058
 216.392005,  147.373667
 217.642709,  147.155928
 218.893413,  146.935355
 220.144118,  146.714666
 221.394822,  146.493861
 222.645526,  146.272941
 223.896231,  146.051905
 225.146935,  145.830754
 226.397639,  145.609487
 227.648343,  145.388104
 228.899048,  145.166606
 230.149752,  144.721669
 231.400456,  144.213348
 232.651161,  143.703360
 233.901865,  143.191707
 235.152569,  142.678387
 236.403274,  142.163402
 237.653978,  141.646751
 238.904682,  141.128434
 240.155387,  140.608451
 241.406091,  140.086802
 242.656795,  139.563488
 243.907500,  139.038507
 245.158204,  138.511861
 246.408908,  137.955526
 247.659613,  137.160531
 248.910317,  136.362261
 250.161021,  135.560321
 251.411726,  134.754118
 252.662430,  133.947477
 253.913134,  133.189042
 255.163838,  132.423220
 256.414543,  131.648467
 257.665247,  130.862963
 258.915951,  130.064589
 260.166656,  129.250918
 261.417360,  128.419187
 262.668064,  127.566289
 263.918769,  126.688746
 265.169473,  125.782696
 266.420177,  124.843871
 267.670882,  123.850162
 268.921586,  122.605949
 270.172290,  121.262948
 271.422995,  119.864531
 272.673699,  118.404105
 273.924403,  116.874551
 275.175108,  115.268201
 276.425812,  113.576816
 277.676516,  111.791567
 278.927221,  109.903008
 280.177925,  107.901057
 281.428629,  105.774972
