Ground Roll distance, Load Factor
 329.335826,    0.725988
 336.584522,    0.723180
 385.907627,    0.704214
 395.693840,    0.700480
 405.454076,    0.696766
 415.188403,    0.693072
 424.896890,    0.689397
 425.284693,    0.689251
 426.060175,    0.688957
 426.370322,    0.688840
 426.501746,    0.688791
 426.764580,    0.688691
 426.786320,    0.688683
 426.797047,    0.688679
 426.803541,    0.688677
 426.808250,    0.688675
 426.812477,    0.688673
 426.814369,    0.688672
 426.814693,    0.688672
 426.814987,    0.688671
 426.817927,    0.688667
 426.847330,    0.688621
 427.141299,    0.688163
 430.075587,    0.683556
 458.854134,    0.635433
 487.950497,    0.580723
 514.618038,    0.524344
 538.772186,    0.467262
 560.474934,    0.410293
 579.820739,    0.354249
 596.923231,    0.299926
 601.457624,    0.284683
 605.374110,    0.271212
 607.129849,    0.265079
 607.896741,    0.262381
 608.624066,    0.259812
 615.697847,    0.234297
 621.230268,    0.213641
 625.412676,    0.197595
 626.511892,    0.193314
 627.685077,    0.188714
 638.556895,    0.144523
 641.088413,    0.133802
 643.294655,    0.124315
 644.356047,    0.119703
 644.910875,    0.117279
 645.631156,    0.114120
 652.284737,    0.084248
 659.511397,    0.050271
 660.934021,    0.043373
 662.224577,    0.037051
 663.503902,    0.030719
 663.751726,    0.029485
 663.872008,    0.028885
 663.980502,    0.028343
 665.008756,    0.023181
 668.433188,    0.005573
 668.966507,    0.002758
 669.179479,    0.001626
 669.322517,    0.000862
 669.415392,    0.000364
 669.466563,    0.000089
 669.483063,    0.000000
 669.483096,    0.000000
 669.483096,    0.000000
