eta, Cd
   0.000000,  566.562520
   0.020408,  559.619560
   0.040816,  552.718316
   0.061224,  545.408731
   0.081633,  537.850909
   0.102041,  530.115160
   0.122449,  522.243647
   0.142857,  514.265513
   0.163265,  506.202145
   0.183673,  498.074850
   0.204082,  490.077732
   0.224490,  482.016323
   0.244898,  473.897691
   0.265306,  465.726802
   0.285714,  457.482183
   0.306122,  449.364379
   0.326531,  441.561458
   0.346939,  433.455478
   0.367347,  425.354782
   0.387755,  417.255170
   0.408163,  409.152772
   0.428571,  401.044101
   0.448980,  392.926106
   0.469388,  384.796504
   0.489796,  376.657538
   0.510204,  368.486319
   0.530612,  360.283654
   0.551020,  352.065087
   0.571429,  343.821538
   0.591837,  335.548684
   0.612245,  327.242525
   0.632653,  318.898743
   0.653061,  310.610232
   0.673469,  302.406913
   0.693878,  294.173645
   0.714286,  285.904018
   0.734694,  277.590070
   0.755102,  269.221840
   0.775510,  260.786833
   0.795918,  252.269445
   0.816327,  243.650507
   0.836735,  234.907435
   0.857143,  226.016497
   0.877551,  217.846349
   0.897959,  209.859902
   0.918367,  202.201259
   0.938776,  196.257411
   0.959184,  197.949292
   0.979592,  261.866135
   1.000000, -293.714169
