eta, Cd
   0.000000, 1256.292489
   0.020408, 1243.555151
   0.040816, 1234.334333
   0.061224, 1223.877704
   0.081633, 1212.515565
   0.102041, 1200.401214
   0.122449, 1187.635269
   0.142857, 1174.537950
   0.163265, 1161.206704
   0.183673, 1147.376696
   0.204082, 1133.091378
   0.224490, 1118.387286
   0.244898, 1103.295493
   0.265306, 1087.843139
   0.285714, 1072.115230
   0.306122, 1060.367406
   0.326531, 1058.318158
   0.346939, 1055.530149
   0.367347, 1052.277817
   0.387755, 1048.532540
   0.408163, 1044.266658
   0.428571, 1039.453294
   0.448980, 1034.066202
   0.469388, 1028.080398
   0.489796, 1021.481955
   0.510204, 1014.188555
   0.530612, 1006.172191
   0.551020,  997.450047
   0.571429,  987.969916
   0.591837,  977.687286
   0.612245,  966.553367
   0.632653,  954.512243
   0.653061,  941.498384
   0.673469,  927.433705
   0.693878,  912.223807
   0.714286,  895.753047
   0.734694,  877.877939
   0.755102,  858.825365
   0.775510,  838.216688
   0.795918,  815.635552
   0.816327,  790.727371
   0.836735,  763.023981
   0.857143,  733.160170
   0.877551,  699.608229
   0.897959,  662.405830
   0.918367,  621.102065
   0.938776,  578.776085
   0.959184,  548.297013
   0.979592,  676.178259
   1.000000, -906.758229
