CLh_e, CDh_e
  -0.530623,    0.011098
  -0.519159,    0.009819
  -0.507158,    0.008760
  -0.494607,    0.007920
  -0.481507,    0.007364
  -0.467454,    0.007011
  -0.453268,    0.006867
  -0.438510,    0.006925
  -0.423174,    0.007179
  -0.407257,    0.007650
  -0.390749,    0.008396
  -0.373647,    0.009355
  -0.355945,    0.010559
  -0.337636,    0.011982
  -0.318695,    0.013631
  -0.298730,    0.016181
  -0.277241,    0.021366
  -0.254028,    0.025595
  -0.229162,    0.029124
