Ground Roll distance, Load Factor
1123.401227,    1.053028
1150.347271,    1.047473
1337.266429,    1.009518
1374.238899,    1.002130
1411.075939,    0.994808
1447.778261,    0.987550
1484.346572,    0.980358
1491.949666,    0.978867
1492.088686,    0.978840
1492.181274,    0.978822
1492.208415,    0.978816
1492.233360,    0.978811
1492.482802,    0.978756
1494.976841,    0.978204
1519.878202,    0.972615
1664.028045,    0.937227
1806.798650,    0.896377
1941.374045,    0.851566
1980.971419,    0.837046
2022.893978,    0.820942
2138.666162,    0.772182
2249.651050,    0.718697
2351.954151,    0.662493
2445.479119,    0.604278
2530.399852,    0.544775
2606.983566,    0.484766
2675.570346,    0.425067
2736.554199,    0.366498
2790.361597,    0.309860
2801.747088,    0.297211
2808.953854,    0.289076
2812.912285,    0.284565
2816.702898,    0.280217
2852.968158,    0.237177
2865.382153,    0.221814
2872.969393,    0.212257
2875.802934,    0.208654
2878.747721,    0.204891
2906.693631,    0.168127
2918.964949,    0.151353
2933.873512,    0.130417
2936.099524,    0.127236
2937.160568,    0.125715
2938.148464,    0.124296
2947.716952,    0.110408
2973.548661,    0.071544
2994.044217,    0.039119
2997.803253,    0.032998
2998.455303,    0.031930
2998.880099,    0.031233
2999.312930,    0.030523
3003.366097,    0.023823
3014.194198,    0.005473
3015.671070,    0.002905
3016.333745,    0.001746
3016.789402,    0.000945
3017.090228,    0.000415
3017.261156,    0.000112
3017.323292,    0.000002
3017.324339,    0.000000
3017.324467,    0.000000
3017.324468,    0.000000
