Speed (CAS), Climb Angle
  66.920039,    3.449985
  68.251042,    3.449126
  69.582045,    3.441044
  70.913049,    3.426419
  72.244052,    3.404978
  73.575055,    3.377566
  74.906058,    3.345019
  76.237062,    3.307050
  77.568065,    3.264045
  78.899068,    3.216325
  80.230071,    3.165267
  81.561074,    3.110042
  82.892078,    3.050734
  84.223081,    2.988438
  85.554084,    2.923536
  86.885087,    2.855265
  88.216091,    2.782935
  89.547094,    2.709867
  90.878097,    2.634110
  92.209100,    2.555428
  93.540103,    2.474933
  94.871107,    2.393578
  96.202110,    2.309187
  97.533113,    2.222805
  98.864116,    2.137301
 100.195120,    2.048483
 101.526123,    1.958484
 102.857126,    1.867670
 104.188129,    1.776654
 105.519132,    1.682604
 106.850136,    1.588128
 108.181139,    1.493702
 109.512142,    1.396815
 110.843145,    1.299318
 112.174149,    1.200682
 113.505152,    1.101362
 114.836155,    1.000977
 116.167158,    0.898313
 117.498161,    0.796102
 118.829165,    0.693041
 120.160168,    0.586562
 121.491171,    0.481024
 122.822174,    0.374765
 124.153178,    0.266021
 125.484181,    0.156251
 126.815184,    0.046218
 128.146187,   -0.064569
 129.477190,   -0.177961
 130.808194,   -0.292159
 132.139197,   -0.407140
 133.470200,   -0.522906
 134.801203,   -0.639880
 136.132207,   -0.759324
 137.463210,   -0.879580
 138.794213,   -1.000498
 140.125216,   -1.121949
 141.456219,   -1.244779
 142.787223,   -1.370373
 144.118226,   -1.496474
 145.449229,   -1.623388
 146.780232,   -1.751143
 148.111236,   -1.879596
 149.442239,   -2.009372
 150.773242,   -2.141746
 152.104245,   -2.274970
 153.435248,   -2.408860
 154.766252,   -2.543618
 156.097255,   -2.679244
 157.428258,   -2.815647
 158.759261,   -2.953214
 160.090265,   -3.093543
 161.421268,   -3.234749
 162.752271,   -3.376791
 164.083274,   -3.519728
 165.414277,   -3.663561
 166.745281,   -3.808291
 168.076284,   -3.953919
 169.407287,   -4.100447
 170.738290,   -4.248890
 172.069294,   -4.399383
 173.400297,   -4.550798
 174.731300,   -4.703137
 176.062303,   -4.856534
 177.393306,   -5.010867
 178.724310,   -5.166130
 180.055313,   -5.322432
 181.386316,   -5.479771
 182.717319,   -5.638044
 184.048323,   -5.797279
 185.379326,   -5.958762
 186.710329,   -6.122066
 188.041332,   -6.286328
 189.372335,   -6.451787
 190.703339,   -6.618330
 192.034342,   -6.785839
 193.365345,   -6.954415
 194.696348,   -7.124292
 196.027352,   -7.295142
 197.358355,   -7.466967
 198.689358,   -7.640176
