Mach, Efficiency
   0.265134,   14.359550
   0.268517,   14.737721
   0.271899,   15.029305
   0.275282,   15.280572
   0.278664,   15.487542
   0.282047,   15.684668
   0.285429,   15.869675
   0.288812,   16.031200
   0.292194,   16.198009
   0.295577,   16.344656
   0.298959,   16.479717
   0.302342,   16.618604
   0.305724,   16.745187
   0.309107,   16.855413
   0.312489,   16.968337
   0.315872,   17.084038
   0.319254,   17.174016
   0.322637,   17.264915
   0.326019,   17.357754
   0.329402,   17.450537
   0.332784,   17.517704
   0.336167,   17.586085
   0.339549,   17.655701
   0.342932,   17.726576
   0.346314,   17.780693
   0.349696,   17.825670
   0.353079,   17.871316
   0.356461,   17.917640
   0.359844,   17.964649
   0.363226,   17.990924
   0.366609,   18.000889
   0.369991,   18.010957
   0.373374,   18.021129
   0.376756,   18.031406
   0.380139,   18.041787
   0.383521,   18.023649
   0.386904,   17.989537
   0.390286,   17.955255
   0.393669,   17.920808
   0.397051,   17.886197
   0.400434,   17.851425
   0.403816,   17.816494
   0.407199,   17.759282
   0.410581,   17.688587
   0.413964,   17.617875
   0.417346,   17.547153
   0.420729,   17.476427
   0.424111,   17.405705
   0.427494,   17.334994
   0.430876,   17.264300
   0.434258,   17.189361
   0.437641,   17.081387
   0.441023,   16.973939
   0.444406,   16.867022
   0.447788,   16.760642
   0.451171,   16.654805
   0.454553,   16.549514
   0.457936,   16.444774
   0.461318,   16.340590
   0.464701,   16.236965
   0.468083,   16.133904
   0.471466,   16.017268
   0.474848,   15.887365
   0.478231,   15.758645
   0.481613,   15.631103
   0.484996,   15.504732
   0.488378,   15.379524
   0.491761,   15.255473
   0.495143,   15.132572
   0.498526,   15.010812
   0.501908,   14.890187
   0.505291,   14.770690
   0.508673,   14.652311
   0.512056,   14.535044
   0.515438,   14.418880
   0.518820,   14.288345
   0.522203,   14.153712
   0.525585,   14.020741
   0.528968,   13.889411
   0.532350,   13.759700
   0.535733,   13.631584
   0.539115,   13.505044
   0.542498,   13.380056
   0.545880,   13.256601
   0.549263,   13.134656
   0.552645,   13.014202
   0.556028,   12.895218
   0.559410,   12.777683
   0.562793,   12.661577
   0.566175,   12.546882
   0.569558,   12.433577
   0.572940,   12.321644
   0.576323,   12.211062
   0.579705,   12.101814
   0.583088,   11.981992
   0.586470,   11.862100
   0.589853,   11.743911
   0.593235,   11.627395
   0.596618,   11.512521
   0.600000,   11.399260
