Speed (TAS), Climb Angle
  77.975486,    1.177243
  79.331255,    1.162302
  80.687023,    1.191751
  82.042792,    1.220970
  83.398560,    1.235601
  84.754329,    1.248172
  86.110097,    1.254380
  87.465866,    1.256967
  88.821634,    1.253878
  90.177403,    1.249790
  91.533171,    1.238317
  92.888940,    1.227341
  94.244708,    1.209137
  95.600477,    1.190463
  96.956245,    1.169691
  98.312014,    1.142770
  99.667782,    1.117171
 101.023551,    1.089404
 102.379319,    1.054854
 103.735088,    1.022381
 105.090856,    0.989976
 106.446625,    0.950105
 107.802393,    0.910136
 109.158162,    0.870578
 110.513930,    0.830968
 111.869699,    0.784599
 113.225467,    0.737850
 114.581236,    0.690942
 115.937004,    0.643940
 117.292773,    0.596561
 118.648541,    0.542380
 120.004309,    0.487944
 121.360078,    0.434008
 122.715846,    0.380171
 124.071615,    0.326080
 125.427383,    0.267381
 126.783152,    0.205850
 128.138920,    0.143979
 129.494689,    0.081769
 130.850457,    0.019682
 132.206226,   -0.042722
 133.561994,   -0.105465
 134.917763,   -0.173555
 136.273531,   -0.243901
 137.629300,   -0.314659
 138.985068,   -0.385787
 140.340837,   -0.457180
 141.696605,   -0.528986
 143.052374,   -0.601206
 144.408142,   -0.673701
 145.763911,   -0.746588
 147.119679,   -0.826299
 148.475448,   -0.906530
 149.831216,   -0.987171
 151.186985,   -1.068288
 152.542753,   -1.149868
 153.898522,   -1.231840
 155.254290,   -1.314288
 156.610059,   -1.397213
 157.965827,   -1.480565
 159.321596,   -1.564378
 160.677364,   -1.648669
 162.033133,   -1.735457
 163.388901,   -1.826552
 164.744670,   -1.918176
 166.100438,   -2.010328
 167.456207,   -2.103007
 168.811975,   -2.196215
 170.167744,   -2.289952
 171.523512,   -2.384240
 172.879281,   -2.479068
 174.235049,   -2.574426
 175.590818,   -2.670334
 176.946586,   -2.766817
 178.302355,   -2.863831
 179.658123,   -2.961377
 181.013892,   -3.059544
 182.369660,   -3.158249
 183.725429,   -3.257488
 185.081197,   -3.361253
 186.436966,   -3.466853
 187.792734,   -3.573026
 189.148503,   -3.679808
 190.504271,   -3.787289
 191.860040,   -3.895346
 193.215808,   -4.003979
 194.571577,   -4.113350
 195.927345,   -4.223327
 197.283114,   -4.333883
 198.638882,   -4.445125
 199.994651,   -4.557060
 201.350419,   -4.669576
 202.706188,   -4.782704
 204.061956,   -4.896636
 205.417725,   -5.011151
 206.773493,   -5.126249
 208.129262,   -5.242148
 209.485030,   -5.358701
 210.840799,   -5.475839
 212.196567,   -5.593690
