Mach, Climb Angle
   0.219176,    1.213766
   0.221204,    1.211577
   0.223233,    1.207780
   0.225261,    1.202478
   0.227290,    1.195778
   0.229318,    1.187310
   0.231347,    1.177177
   0.233375,    1.165885
   0.235404,    1.153282
   0.237433,    1.138821
   0.239461,    1.123461
   0.241490,    1.106720
   0.243518,    1.088484
   0.245547,    1.070840
   0.247575,    1.051919
   0.249604,    1.032447
   0.251632,    1.011497
   0.253661,    0.989648
   0.255689,    0.966665
   0.257718,    0.942625
   0.259746,    0.917605
   0.261775,    0.891571
   0.263803,    0.864515
   0.265832,    0.836693
   0.267860,    0.807606
   0.269889,    0.778210
   0.271917,    0.747099
   0.273946,    0.715946
   0.275975,    0.683231
   0.278003,    0.650049
   0.280032,    0.618311
   0.282060,    0.585399
   0.284089,    0.552416
   0.286117,    0.518137
   0.288146,    0.483144
   0.290174,    0.448067
   0.292203,    0.411336
   0.294231,    0.374256
   0.296260,    0.337078
   0.298288,    0.298227
   0.300317,    0.259059
   0.302345,    0.219781
   0.304374,    0.179159
   0.306402,    0.137908
   0.308431,    0.096535
   0.310460,    0.054513
   0.312488,    0.011631
   0.314517,   -0.029349
   0.316545,   -0.070461
   0.318574,   -0.112812
   0.320602,   -0.155863
   0.322631,   -0.199059
   0.324659,   -0.242399
   0.326688,   -0.287077
   0.328716,   -0.332336
   0.330745,   -0.377750
   0.332773,   -0.423318
   0.334802,   -0.469814
   0.336830,   -0.517277
   0.338859,   -0.564904
   0.340887,   -0.612695
   0.342916,   -0.660650
   0.344944,   -0.710122
   0.346973,   -0.758883
   0.349002,   -0.806545
   0.351030,   -0.854381
   0.353059,   -0.902390
   0.355087,   -0.951841
   0.357116,   -1.001697
   0.359144,   -1.051736
   0.361173,   -1.101957
   0.363201,   -1.152361
   0.365230,   -1.203428
   0.367258,   -1.255646
   0.369287,   -1.308054
   0.371315,   -1.360654
   0.373344,   -1.413445
   0.375372,   -1.466428
   0.377401,   -1.519941
   0.379429,   -1.574705
   0.381458,   -1.628536
   0.383487,   -1.682155
   0.385515,   -1.735973
   0.387544,   -1.789990
   0.389572,   -1.844206
   0.391601,   -1.899263
   0.393629,   -1.955229
   0.395658,   -2.011401
   0.397686,   -2.067781
   0.399715,   -2.124367
   0.401743,   -2.181160
   0.403772,   -2.238160
   0.405800,   -2.295368
   0.407829,   -2.353943
   0.409857,   -2.412867
   0.411886,   -2.472004
   0.413914,   -2.531346
   0.415943,   -2.589943
   0.417971,   -2.648754
   0.420000,   -2.707780
