Speed (TAS), Efficiency
  90.324230,   14.521085
  92.000394,   13.996783
  93.676559,   13.500373
  95.352723,   13.567816
  97.028887,   13.812700
  98.705051,   14.062590
 100.381215,   14.309145
 102.057379,   14.553656
 103.733544,   14.777579
 105.409708,   15.006505
 107.085872,   15.209427
 108.762036,   15.411266
 110.438200,   15.614541
 112.114365,   15.769793
 113.790529,   15.930574
 115.466693,   16.093420
 117.142857,   16.201894
 118.819021,   16.313436
 120.495185,   16.428142
 122.171350,   16.516487
 123.847514,   16.578597
 125.523678,   16.642032
 127.199842,   16.706817
 128.876006,   16.751644
 130.552171,   16.760011
 132.228335,   16.768495
 133.904499,   16.777095
 135.580663,   16.785813
 137.256827,   16.772526
 138.932991,   16.726406
 140.609156,   16.679983
 142.285320,   16.633266
 143.961484,   16.586260
 145.637648,   16.538973
 147.313812,   16.475630
 148.989977,   16.378989
 150.666141,   16.282401
 152.342305,   16.185884
 154.018469,   16.089455
 155.694633,   15.993133
 157.370797,   15.896932
 159.046962,   15.800871
 160.723126,   15.679490
 162.399290,   15.543593
 164.075454,   15.408659
 165.751618,   15.274697
 167.427783,   15.141718
 169.103947,   15.009731
 170.780111,   14.878745
 172.456275,   14.748766
 174.132439,   14.619802
 175.808603,   14.491859
 177.484768,   14.351360
 179.160932,   14.195391
 180.837096,   14.041357
 182.513260,   13.889241
 184.189424,   13.739027
 185.865589,   13.590699
 187.541753,   13.444238
 189.217917,   13.299627
 190.894081,   13.156848
 192.570245,   13.015883
 194.246409,   12.876714
 195.922574,   12.739321
 197.598738,   12.603685
 199.274902,   12.469789
 200.951066,   12.336273
 202.627230,   12.186300
 204.303395,   12.038728
 205.979559,   11.893515
 207.655723,   11.750620
 209.331887,   11.610000
 211.008051,   11.471615
 212.684215,   11.335426
 214.360380,   11.201392
 216.036544,   11.069476
 217.712708,   10.939638
 219.388872,   10.811843
 221.065036,   10.686052
 222.741201,   10.562231
 224.417365,   10.440342
 226.093529,   10.320352
 227.769693,   10.202226
 229.445857,   10.085931
 231.122021,    9.971433
 232.798186,    9.858700
 234.474350,    9.747700
 236.150514,    9.638402
 237.826678,    9.530775
 239.502842,    9.419716
 241.179006,    9.305876
 242.855171,    9.193988
 244.531335,    9.084013
 246.207499,    8.975907
 247.883663,    8.869631
 249.559827,    8.765147
 251.235992,    8.662416
 252.912156,    8.561401
 254.588320,    8.462067
 256.264484,    8.364367
