eta, Total_load
   0.000000, 6068.122140
   0.020408, 6046.452647
   0.040816, 6044.196986
   0.061224, 6039.982316
   0.081633, 6033.652550
   0.102041, 6025.113102
   0.122449, 6014.300979
   0.142857, 6001.172038
   0.163265, 5985.693887
   0.183673, 5967.841278
   0.204082, 5947.592834
   0.224490, 5924.928572
   0.244898, 5899.827935
   0.265306, 5872.268180
   0.285714, 5842.222989
   0.306122, 5809.661253
   0.326531, 5774.545942
   0.346939, 5736.833022
   0.367347, 5696.470379
   0.387755, 5653.396705
   0.408163, 5607.540308
   0.428571, 5558.817815
   0.448980, 5507.132716
   0.469388, 5452.373722
   0.489796, 5394.412864
   0.510204, 5333.065895
   0.530612, 5268.156978
   0.551020, 5199.526584
   0.571429, 5126.951470
   0.591837, 5050.175378
   0.612245, 4968.903603
   0.632653, 4882.796333
   0.653061, 4791.460434
   0.673469, 4694.439151
   0.693878, 4591.199093
   0.714286, 4481.113508
   0.734694, 4363.440479
   0.755102, 4237.293925
   0.775510, 4101.604233
   0.795918, 3955.063391
   0.816327, 3796.046208
   0.836735, 3622.492996
   0.857143, 3431.727040
   0.877551, 3220.154720
   0.897959, 2982.737800
   0.918367, 2711.977161
   0.938776, 2395.695193
   0.959184, 2011.191939
   0.979592, 1503.772221
   1.000000,    0.000000
