Ground Roll Distance, Horizontal Forces
 334.649065, -14749.875271
 342.303029, -14701.994504
 394.777594, -14379.248289
 405.157594, -14316.536274
 415.499724, -14254.420826
 425.804168, -14192.672986
 428.710249, -14174.656854
 434.513436, -14138.764899
 436.563472, -14126.112623
 437.383069, -14121.058223
 437.710840, -14119.037503
 437.850682, -14118.175487
 438.130344, -14116.451779
 438.153602, -14116.308439
 438.165129, -14116.237397
 438.172151, -14116.194125
 438.177788, -14116.159384
 438.181751, -14116.134957
 438.182930, -14116.127695
 438.183263, -58012.058584
 438.183570, -58012.123244
 438.186633, -58012.769843
 438.217264, -58019.236187
 438.523519, -58083.934966
 441.580171, -58734.467342
 471.534853, -65605.595594
 505.254346, -74597.452984
 535.859323, -84213.219965
 563.139647, -94284.523352
 587.246336, -104703.855123
 608.379215, -115360.501721
 626.752194, -126138.812173
 631.188041, -129002.084128
 633.962480, -130852.321028
 635.990744, -132235.529164
 636.973391, -132911.062323
 637.962934, -133567.976422
 647.469214, -140191.983947
 651.872087, -143473.259284
 654.364611, -145398.503739
 655.262493, -146100.905763
 656.334033, -146941.613590
 666.361890, -155348.461912
 668.961099, -157711.603997
 671.317935, -159932.659967
 672.389839, -160969.591977
 672.992376, -161557.453074
 673.609333, -162123.529763
 679.369596, -167682.193316
 687.184682, -176303.414921
 688.645638, -178123.722471
 689.974374, -179864.395819
 691.255827, -181639.166217
 691.526889, -182029.080613
 691.620328, -182168.014607
 691.724095, -182337.806391
 692.710393, -184011.106198
 696.159220, -191438.448304
 696.652640, -193042.168090
 696.931536, -194185.662062
 697.111678, -195148.565423
 697.221871, -195988.591005
 697.277263, -196727.237540
 697.283800, -196893.866913
 697.289716, -197221.624909
 697.289779, -197249.139506
 697.289785, -197260.334957
