Ground Roll Distance, Horizontal Forces
   0.000000, 1780.286523
   0.000000, 1804.753702
   0.000000, 1970.577941
   0.000000, 2002.913712
   0.000000, 2034.979897
   0.000000, 2066.779326
   0.000000, 2098.314788
   0.000000, 2104.590448
   0.000000, 2104.690774
   0.000000, 2104.767697
   0.000000, 2104.807070
   0.000000, 2104.825804
   0.000000, 2104.833575
   0.000000, 2104.835330
   0.000000, 46872.569619
   0.000000, 46872.645812
   0.000000, 46873.407751
   0.000000, 46881.027534
   0.000000, 46957.265327
   0.000000, 47723.651127
   0.000000, 49515.966108
   0.000000, 51490.737946
   0.000000, 61328.990369
   0.000000, 72139.536812
   0.000000, 83467.156026
   0.000000, 95170.766755
   0.000000, 107120.318195
   0.000000, 119182.889336
   0.000000, 131222.936531
   0.000000, 132905.339946
   0.000000, 133860.906256
   0.000000, 139624.118134
   0.000000, 144935.057915
   0.000000, 147254.533840
   0.000000, 148286.137874
   0.000000, 149277.380988
   0.000000, 159143.744880
   0.000000, 162159.515148
   0.000000, 164654.856167
   0.000000, 165179.263734
   0.000000, 165745.587264
   0.000000, 171298.591059
   0.000000, 180724.006433
   0.000000, 182748.745068
   0.000000, 184613.456562
   0.000000, 186499.682897
   0.000000, 187134.565522
   0.000000, 187355.391704
   0.000000, 187594.599916
   0.000000, 189933.792832
   0.000000, 197614.472743
   0.000000, 199296.277992
   0.000000, 200395.676199
   0.000000, 201313.347953
   0.000000, 202108.408200
   0.000000, 202800.358987
   0.000000, 202858.985289
   0.000000, 202895.168132
   0.000000, 202907.531576
