Ground Roll Distance, Horizontal Forces
   0.000000, 16103.545280
   0.000000, 16018.148992
   0.000000, 15440.833250
   0.000000, 15328.303653
   0.000000, 15216.727550
   0.000000, 15106.094652
   0.000000, 15074.989399
   0.000000, 15012.998360
   0.000000, 14991.138627
   0.000000, 14982.404920
   0.000000, 14978.913065
   0.000000, 14977.423449
   0.000000, 14974.444724
   0.000000, 14974.197017
   0.000000, 14974.074248
   0.000000, 14973.999470
   0.000000, 14973.939433
   0.000000, 14973.897219
   0.000000, 14973.884671
   0.000000, 14973.873940
   0.000000, 14973.863492
   0.000000, 14973.759010
   0.000000, 14972.714158
   0.000000, 14962.262076
   0.000000, 14857.385711
   0.000000, 13773.279726
   0.000000, 12417.151771
   0.000000, 11041.017952
   0.000000, 9677.348041
   0.000000, 8346.322638
   0.000000, 7065.946936
   0.000000, 5852.476629
   0.000000, 5543.824666
   0.000000, 5347.442869
   0.000000, 5202.208451
   0.000000, 5131.330059
   0.000000, 5059.620542
   0.000000, 4353.432407
   0.000000, 4015.242536
   0.000000, 3820.499227
   0.000000, 3749.748140
   0.000000, 3664.886569
   0.000000, 2847.113855
   0.000000, 2627.786709
   0.000000, 2426.113586
   0.000000, 2333.484799
   0.000000, 2281.162635
   0.000000, 2227.404643
   0.000000, 1716.526397
   0.000000,  995.264989
   0.000000,  856.431419
   0.000000,  728.954395
   0.000000,  604.866411
   0.000000,  578.467914
   0.000000,  569.355452
   0.000000,  559.227505
   0.000000,  462.502865
   0.000000,  116.804076
   0.000000,   66.149657
   0.000000,   37.324607
   0.000000,   18.611220
   0.000000,    7.115056
   0.000000,    1.314819
   0.000000,    0.628807
   0.000000,    0.007188
   0.000000,    0.000603
   0.000000,    0.000021
