Time, Mach number
  13.900000,    0.109686
  14.000000,    0.110400
  14.100000,    0.111114
  14.200000,    0.111829
  14.300000,    0.112543
  14.400000,    0.113258
  14.500000,    0.113972
  14.600000,    0.114687
  14.700000,    0.115398
  14.800000,    0.116103
  14.900000,    0.116808
  15.000000,    0.117514
  15.100000,    0.118219
  15.200000,    0.118924
  15.300000,    0.119629
  15.400000,    0.120335
  15.500000,    0.121040
  15.600000,    0.121745
  15.700000,    0.122447
  15.800000,    0.123143
  15.900000,    0.123839
  16.000000,    0.124535
  16.100000,    0.125231
  16.200000,    0.125927
  16.300000,    0.126623
  16.400000,    0.127319
  16.500000,    0.128015
  16.600000,    0.128711
  16.700000,    0.129404
  16.800000,    0.130091
  16.900000,    0.130778
  17.000000,    0.131465
  17.100000,    0.132152
  17.200000,    0.132838
  17.300000,    0.133525
  17.400000,    0.134212
  17.500000,    0.134899
  17.600000,    0.135586
  17.700000,    0.136269
  17.800000,    0.136947
  17.900000,    0.137624
  18.000000,    0.138302
  18.100000,    0.138980
  18.200000,    0.139657
  18.300000,    0.140335
  18.400000,    0.141013
  18.500000,    0.141690
  18.600000,    0.142368
  18.700000,    0.143042
  18.800000,    0.143711
  18.900000,    0.144379
  19.000000,    0.145047
  19.100000,    0.145716
  19.200000,    0.146384
  19.300000,    0.147053
  19.400000,    0.147721
  19.500000,    0.148389
  19.600000,    0.149058
  19.700000,    0.149724
  19.800000,    0.150387
  19.900000,    0.151050
  20.000000,    0.151707
  20.100000,    0.152365
  20.200000,    0.153022
  20.300000,    0.153680
  20.400000,    0.154337
  20.500000,    0.154995
  20.600000,    0.155652
  20.700000,    0.156310
  20.800000,    0.156968
  20.900000,    0.157625
  21.000000,    0.158274
  21.100000,    0.158924
  21.200000,    0.159573
  21.300000,    0.160222
  21.400000,    0.160871
  21.500000,    0.161520
  21.600000,    0.162169
  21.700000,    0.162818
  21.800000,    0.163468
  21.900000,    0.164117
  22.000000,    0.164758
  22.100000,    0.165398
  22.200000,    0.166039
  22.300000,    0.166680
  22.400000,    0.167321
  22.500000,    0.167961
  22.600000,    0.168602
  22.700000,    0.169243
  22.800000,    0.169884
  22.900000,    0.170524
  23.000000,    0.171157
  23.100000,    0.171789
  23.200000,    0.172422
  23.300000,    0.173054
  23.400000,    0.173686
  23.500000,    0.174319
  23.600000,    0.174951
  23.700000,    0.175583
  23.800000,    0.176216
  23.900000,    0.176848
  24.000000,    0.177472
  24.100000,    0.178096
  24.200000,    0.178720
  24.300000,    0.179344
  24.400000,    0.179968
  24.500000,    0.180592
  24.600000,    0.181216
  24.700000,    0.181840
  24.800000,    0.182464
  24.900000,    0.183088
  25.000000,    0.183703
  25.100000,    0.184319
  25.200000,    0.184934
  25.300000,    0.185550
  25.400000,    0.186166
  25.500000,    0.186781
  25.600000,    0.187397
  25.700000,    0.188012
  25.800000,    0.188628
  25.900000,    0.189243
  26.000000,    0.189852
  26.100000,    0.190461
  26.200000,    0.191070
  26.300000,    0.191678
  26.400000,    0.192287
  26.500000,    0.192896
  26.530997,    0.193084
  26.630997,    0.193689
  26.730997,    0.194293
  26.830997,    0.194898
  26.930997,    0.195502
  27.030997,    0.196105
  27.130997,    0.196708
  27.230997,    0.197311
  27.330997,    0.197914
  27.430997,    0.198516
  27.530997,    0.199115
  27.630997,    0.199714
  27.730997,    0.200312
  27.830997,    0.200909
  27.930997,    0.201505
  28.030997,    0.202100
  28.130997,    0.202690
  28.230997,    0.203280
  28.330997,    0.203870
  28.430997,    0.204461
  28.530997,    0.205051
  28.630997,    0.205641
  28.730997,    0.206231
  28.830997,    0.206821
  28.930997,    0.207411
  29.030997,    0.207999
  29.130997,    0.208576
  29.230997,    0.209154
  29.330997,    0.209731
  29.430997,    0.210308
  29.530997,    0.210885
  29.630997,    0.211462
  29.730997,    0.212039
  29.830997,    0.212616
  29.930997,    0.213193
  30.020042,    0.213707
  30.120042,    0.214240
  30.220042,    0.214755
  30.260441,    0.214962
  30.360441,    0.215449
  30.460441,    0.215919
  30.560441,    0.216371
  30.660441,    0.216810
  30.760441,    0.217234
  30.860441,    0.217642
  30.960441,    0.218038
  31.060441,    0.218416
  31.160441,    0.218779
  31.260441,    0.219141
  31.360441,    0.219503
  31.460441,    0.219825
  31.560441,    0.220146
  31.660441,    0.220468
  31.760441,    0.220768
  31.860441,    0.221045
  31.960441,    0.221321
  32.060441,    0.221597
  32.160441,    0.221844
  32.260441,    0.222070
  32.360441,    0.222296
  32.460441,    0.222522
  32.560441,    0.222727
  32.660441,    0.222906
  32.760441,    0.223085
