eta, Cd
   0.000000,    0.006654
   0.020408,    0.006658
   0.040816,    0.006676
   0.061224,    0.006694
   0.081633,    0.006713
   0.102041,    0.006732
   0.122449,    0.006751
   0.142857,    0.006769
   0.163265,    0.006786
   0.183673,    0.006803
   0.204082,    0.006820
   0.224490,    0.006835
   0.244898,    0.006850
   0.265306,    0.006865
   0.285714,    0.006878
   0.306122,    0.006891
   0.326531,    0.006903
   0.346939,    0.006913
   0.367347,    0.006923
   0.387755,    0.006932
   0.408163,    0.006939
   0.428571,    0.006946
   0.448980,    0.006951
   0.469388,    0.006955
   0.489796,    0.006957
   0.510204,    0.006957
   0.530612,    0.006956
   0.551020,    0.006952
   0.571429,    0.006946
   0.591837,    0.006938
   0.612245,    0.006927
   0.632653,    0.006914
   0.653061,    0.006897
   0.673469,    0.006877
   0.693878,    0.006853
   0.714286,    0.006825
   0.734694,    0.006791
   0.755102,    0.006753
   0.775510,    0.006708
   0.795918,    0.006656
   0.816327,    0.006596
   0.836735,    0.006527
   0.857143,    0.006447
   0.877551,    0.006354
   0.897959,    0.006271
   0.918367,    0.006183
   0.938776,    0.006078
   0.959184,    0.005957
   0.979592,    0.005926
   1.000000,    0.005526
