Mach, Rate of Climb
   0.343514, 1201.573298
   0.346104, 1223.227236
   0.348695, 1245.438267
   0.351286, 1261.099351
   0.353877, 1274.722052
   0.356468, 1288.510775
   0.359058, 1300.409015
   0.361649, 1310.586657
   0.364240, 1320.998762
   0.366831, 1331.501950
   0.369421, 1340.728045
   0.372012, 1348.787356
   0.374603, 1356.887656
   0.377194, 1365.155068
   0.379784, 1373.472236
   0.382375, 1380.077112
   0.384966, 1386.321566
   0.387557, 1392.571324
   0.390148, 1398.848988
   0.392738, 1405.148167
   0.395329, 1410.600050
   0.397920, 1415.083634
   0.400511, 1419.541896
   0.403101, 1423.969619
   0.405692, 1428.355646
   0.408283, 1432.718181
   0.410874, 1436.215617
   0.413464, 1439.033849
   0.416055, 1441.802549
   0.418646, 1444.535543
   0.421237, 1447.221804
   0.423828, 1449.860323
   0.426418, 1452.451635
   0.429009, 1453.539257
   0.431600, 1454.560848
   0.434191, 1455.543010
   0.436781, 1456.453586
   0.439372, 1457.292946
   0.441963, 1458.061464
   0.444554, 1458.783310
   0.447145, 1458.839947
   0.449735, 1458.091681
   0.452326, 1457.250703
   0.454917, 1456.317240
   0.457508, 1455.291521
   0.460098, 1454.334442
   0.462689, 1453.321479
   0.465280, 1452.219137
   0.467871, 1451.027645
   0.470461, 1447.959887
   0.473052, 1444.695460
   0.475643, 1441.450219
   0.478234, 1438.086338
   0.480825, 1434.603864
   0.483415, 1431.002844
   0.486006, 1427.320618
   0.488597, 1423.815714
   0.491188, 1420.195937
   0.493778, 1416.461333
   0.496369, 1410.450089
   0.498960, 1404.005668
   0.501551, 1397.700050
   0.504141, 1391.338746
   0.506732, 1384.827881
   0.509323, 1378.167303
   0.511914, 1371.356858
   0.514505, 1364.536771
   0.517095, 1357.779943
   0.519686, 1350.876328
   0.522277, 1343.825772
   0.524868, 1336.612129
   0.527458, 1327.139001
   0.530049, 1317.764676
   0.532640, 1308.213860
   0.535231, 1298.486245
   0.537821, 1288.581522
   0.540412, 1278.499384
   0.543003, 1268.393123
   0.545594, 1258.180775
   0.548185, 1247.792221
   0.550775, 1237.227153
   0.553366, 1226.485264
   0.555957, 1215.617000
   0.558548, 1204.675323
   0.561138, 1193.557331
   0.563729, 1180.672003
   0.566320, 1166.583734
   0.568911, 1152.282332
   0.571502, 1137.845858
   0.574092, 1123.198172
   0.576683, 1108.336668
   0.579274, 1093.260872
   0.581865, 1077.970313
   0.584455, 1062.466663
   0.587046, 1046.748662
   0.589637, 1030.814510
   0.592228, 1014.663735
   0.594818,  998.295864
   0.597409,  981.690289
   0.600000,  964.809042
