eta, alpha_i
   0.000000,    2.462228
   0.005025,    2.463657
   0.010050,    2.464856
   0.015075,    2.465694
   0.020101,    2.466349
   0.025126,    2.466889
   0.030151,    2.467350
   0.035176,    2.467752
   0.040201,    2.468107
   0.045226,    2.468424
   0.050251,    2.468708
   0.055276,    2.468966
   0.060302,    2.469200
   0.065327,    2.469412
   0.070352,    2.469606
   0.075377,    2.469782
   0.080402,    2.469943
   0.085427,    2.470090
   0.090452,    2.470223
   0.095477,    2.470345
   0.100503,    2.470456
   0.105528,    2.470556
   0.110553,    2.470646
   0.115578,    2.470728
   0.120603,    2.470801
   0.125628,    2.470866
   0.130653,    2.470924
   0.135678,    2.470975
   0.140704,    2.471020
   0.145729,    2.471059
   0.150754,    2.471092
   0.155779,    2.471120
   0.160804,    2.471143
   0.165829,    2.471161
   0.170854,    2.471174
   0.175879,    2.471184
   0.180905,    2.471189
   0.185930,    2.471191
   0.190955,    2.471189
   0.195980,    2.471184
   0.201005,    2.471176
   0.206030,    2.471165
   0.211055,    2.471151
   0.216080,    2.471134
   0.221106,    2.471114
   0.226131,    2.471093
   0.231156,    2.471068
   0.236181,    2.471042
   0.241206,    2.471013
   0.246231,    2.470982
   0.251256,    2.470949
   0.256281,    2.470914
   0.261307,    2.470877
   0.266332,    2.470839
   0.271357,    2.470798
   0.276382,    2.470755
   0.281407,    2.470711
   0.286432,    2.470664
   0.291457,    2.470616
   0.296482,    2.470520
   0.301508,    2.469678
   0.306533,    2.467377
   0.311558,    2.465192
   0.316583,    2.463005
   0.321608,    2.460816
   0.326633,    2.458626
   0.331658,    2.456435
   0.336683,    2.454243
   0.341709,    2.452049
   0.346734,    2.449854
   0.351759,    2.447658
   0.356784,    2.445461
   0.361809,    2.443262
   0.366834,    2.441063
   0.371859,    2.438862
   0.376884,    2.436661
   0.381910,    2.434458
   0.386935,    2.432255
   0.391960,    2.430051
   0.396985,    2.427846
   0.402010,    2.425640
   0.407035,    2.423433
   0.412060,    2.421226
   0.417085,    2.419018
   0.422111,    2.416809
   0.427136,    2.414600
   0.432161,    2.412390
   0.437186,    2.410179
   0.442211,    2.407968
   0.447236,    2.405757
   0.452261,    2.403545
   0.457286,    2.401332
   0.462312,    2.399119
   0.467337,    2.396906
   0.472362,    2.394693
   0.477387,    2.392479
   0.482412,    2.390265
   0.487437,    2.388051
   0.492462,    2.385838
   0.497487,    2.383629
   0.502513,    2.381412
   0.507538,    2.379189
   0.512563,    2.376969
   0.517588,    2.374750
   0.522613,    2.372531
   0.527638,    2.370312
   0.532663,    2.368093
   0.537688,    2.365874
   0.542714,    2.363655
   0.547739,    2.361436
   0.552764,    2.359217
   0.557789,    2.356998
   0.562814,    2.354778
   0.567839,    2.352559
   0.572864,    2.350340
   0.577889,    2.348120
   0.582915,    2.345901
   0.587940,    2.343682
   0.592965,    2.341463
   0.597990,    2.339244
   0.603015,    2.337025
   0.608040,    2.334806
   0.613065,    2.332587
   0.618090,    2.330369
   0.623116,    2.328151
   0.628141,    2.325933
   0.633166,    2.323715
   0.638191,    2.321498
   0.643216,    2.319281
   0.648241,    2.317065
   0.653266,    2.314849
   0.658291,    2.312634
   0.663317,    2.310419
   0.668342,    2.308205
   0.673367,    2.305992
   0.678392,    2.303780
   0.683417,    2.301568
   0.688442,    2.299358
   0.693467,    2.297149
   0.698492,    2.294941
   0.703518,    2.292734
   0.708543,    2.290529
   0.713568,    2.288325
   0.718593,    2.286123
   0.723618,    2.283923
   0.728643,    2.281724
   0.733668,    2.279528
   0.738693,    2.277334
   0.743719,    2.275143
   0.748744,    2.272955
   0.753769,    2.270769
   0.758794,    2.268587
   0.763819,    2.266409
   0.768844,    2.264234
   0.773869,    2.262064
   0.778894,    2.259899
   0.783920,    2.257738
   0.788945,    2.255583
   0.793970,    2.253434
   0.798995,    2.251293
   0.804020,    2.249158
   0.809045,    2.247032
   0.814070,    2.244914
   0.819095,    2.242807
   0.824121,    2.240711
   0.829146,    2.238627
   0.834171,    2.236557
   0.839196,    2.234502
   0.844221,    2.232464
   0.849246,    2.230446
   0.854271,    2.228449
   0.859296,    2.226478
   0.864322,    2.224535
   0.869347,    2.222624
   0.874372,    2.220751
   0.879397,    2.218921
   0.884422,    2.217142
   0.889447,    2.215422
   0.894472,    2.213773
   0.899497,    2.212208
   0.904523,    2.210744
   0.909548,    2.209404
   0.914573,    2.208217
   0.919598,    2.207220
   0.924623,    2.206465
   0.929648,    2.206022
   0.934673,    2.205988
   0.939698,    2.206503
   0.944724,    2.207775
   0.949749,    2.210115
   0.954774,    2.214023
   0.959799,    2.220328
   0.964824,    2.230491
   0.969849,    2.247305
   0.974874,    2.276654
   0.979899,    2.332817
   0.984925,    2.458591
   0.989950,    2.839003
   0.994975,    5.477248
   1.000000,  -14.612053
