Speed (CAS), Climb Angle
  82.582661,    6.262666
  83.982875,    6.296105
  85.383090,    6.323772
  86.783304,    6.345171
  88.183518,    6.359255
  89.583732,    6.368198
  90.983947,    6.372178
  92.384161,    6.371359
  93.784375,    6.365965
  95.184590,    6.356227
  96.584804,    6.342597
  97.985018,    6.325563
  99.385233,    6.304926
 100.785447,    6.280958
 102.185661,    6.254733
 103.585875,    6.224384
 104.986090,    6.191336
 106.386304,    6.156164
 107.786518,    6.118279
 109.186733,    6.077213
 110.586947,    6.034525
 111.987161,    5.988882
 113.387375,    5.941171
 114.787590,    5.891576
 116.187804,    5.839974
 117.588018,    5.788004
 118.988233,    5.732754
 120.388447,    5.677574
 121.788661,    5.623458
 123.188875,    5.568401
 124.589090,    5.511169
 125.989304,    5.457467
 127.389518,    5.405091
 128.789733,    5.349481
 130.189947,    5.295501
 131.590161,    5.243553
 132.990376,    5.189878
 134.390590,    5.136052
 135.790804,    5.081319
 137.191018,    5.025755
 138.591233,    4.970004
 139.991447,    4.911792
 141.391661,    4.851897
 142.791876,    4.791781
 144.192090,    4.730804
 145.592304,    4.666224
 146.992518,    4.601389
 148.392733,    4.536300
 149.792947,    4.469426
 151.193161,    4.400056
 152.593376,    4.330403
 153.993590,    4.260518
 155.393804,    4.190346
 156.794018,    4.117149
 158.194233,    4.043642
 159.594447,    3.970718
 160.994661,    3.897876
 162.394876,    3.823895
 163.795090,    3.747689
 165.195304,    3.671745
 166.595519,    3.595466
 167.995733,    3.518853
 169.395947,    3.441971
 170.796161,    3.362627
 172.196376,    3.282258
 173.596590,    3.201538
 174.996804,    3.120470
 176.397019,    3.039045
 177.797233,    2.957261
 179.197447,    2.874279
 180.597661,    2.789244
 181.997876,    2.703831
 183.398090,    2.618151
 184.798304,    2.532193
 186.198519,    2.445855
 187.598733,    2.359196
 188.998947,    2.272697
 190.399161,    2.183698
 191.799376,    2.093904
 193.199590,    2.004465
 194.599804,    1.915006
 196.000019,    1.825148
 197.400233,    1.735168
 198.800447,    1.645702
 200.200662,    1.555837
 201.600876,    1.465572
 203.001090,    1.373459
 204.401304,    1.280584
 205.801519,    1.187294
 207.201733,    1.093578
 208.601947,    0.999430
 210.002162,    0.904866
 211.402376,    0.809884
 212.802590,    0.714644
 214.202804,    0.618998
 215.603019,    0.522934
 217.003233,    0.426952
 218.403447,    0.329576
 219.803662,    0.231056
 221.203876,    0.132249
