Ground Roll Distance, Acceleration
 347.614580,   -0.857723
 356.185595,   -0.855464
 416.157218,   -0.839821
 428.050267,   -0.836753
 439.909846,   -0.833705
 451.736077,   -0.830676
 463.529081,   -0.827667
 465.883705,   -0.827067
 466.100999,   -0.827012
 466.111317,   -0.827010
 466.120299,   -0.827007
 466.121990,   -0.827007
 466.122951,   -1.781438
 466.123831,   -1.781439
 466.132626,   -1.781449
 466.220570,   -1.781554
 467.099798,   -1.782604
 475.870135,   -1.793115
 533.510716,   -1.863750
 589.287516,   -1.934749
 643.129559,   -2.005850
 694.965767,   -2.076769
 744.725247,   -2.147205
 792.337589,   -2.216837
 837.733188,   -2.285329
 880.843583,   -2.352331
 921.601801,   -2.417483
 959.942720,   -2.480417
 995.803439,   -2.540762
1029.123642,   -2.598147
1059.845976,   -2.652206
1087.916411,   -2.702581
1113.284601,   -2.748929
1135.904225,   -2.790925
1155.733311,   -2.828268
1172.734540,   -2.860683
1186.875517,   -2.887928
1198.129015,   -2.909794
1206.473181,   -2.926114
1211.891706,   -2.936761
1214.373949,   -2.941652
1214.548012,   -2.941995
