Speed(TAS), Altitude
  58.303557,    0.000000
  58.584409,  100.000000
  58.867244,  200.000000
  59.152083,  300.000000
  59.438943,  400.000000
  59.727843,  500.000000
  60.018803,  600.000000
  60.311842,  700.000000
  60.606980,  800.000000
  60.904236,  900.000000
  61.203630, 1000.000000
  61.505184, 1100.000000
  61.808917, 1200.000000
  62.114850, 1300.000000
  62.423005, 1400.000000
  62.733402, 1500.000000
  63.046064, 1600.000000
  63.361011, 1700.000000
  63.678267, 1800.000000
  63.997853, 1900.000000
  64.319792, 2000.000000
  64.644107, 2100.000000
  64.970822, 2200.000000
  65.299958, 2300.000000
  65.631542, 2400.000000
  65.965595, 2500.000000
  66.302144, 2600.000000
  66.641211, 2700.000000
  66.982823, 2800.000000
  67.327004, 2900.000000
  67.673780, 3000.000000
  68.023177, 3100.000000
  68.375221, 3200.000000
  68.729938, 3300.000000
  69.087356, 3400.000000
  69.447501, 3500.000000
  69.810401, 3600.000000
  70.176084, 3700.000000
  70.544578, 3800.000000
  70.915912, 3900.000000
  71.290114, 4000.000000
  71.667214, 4100.000000
  72.047241, 4200.000000
  72.430226, 4300.000000
  72.816199, 4400.000000
  73.205190, 4500.000000
  73.597231, 4600.000000
  73.992354, 4700.000000
  74.390590, 4800.000000
  74.791973, 4900.000000
  75.196533, 5000.000000
  75.604306, 5100.000000
  76.015325, 5200.000000
  76.429624, 5300.000000
  76.847237, 5400.000000
  77.268199, 5500.000000
  77.692547, 5600.000000
  78.120315, 5700.000000
  78.790503, 5800.000000
  79.462492, 5900.000000
  80.136308, 6000.000000
  81.048384, 6100.000000
  81.725069, 6200.000000
  82.403655, 6300.000000
  83.551806, 6400.000000
  84.698424, 6500.000000
  85.843511, 6600.000000
  86.987067, 6700.000000
  88.589708, 6800.000000
  90.416683, 6900.000000
  92.008238, 7000.000000
  94.049905, 7100.000000
  96.082796, 7200.000000
  98.106857, 7300.000000
 100.571840, 7400.000000
 102.800228, 7500.000000
 105.686963, 7600.000000
 108.335079, 7700.000000
 111.189670, 7800.000000
 115.569457, 7900.000000
 129.789131, 8000.000000
 135.614210, 7900.000000
 137.734646, 7800.000000
 139.656725, 7700.000000
 141.823601, 7600.000000
 143.789884, 7500.000000
 144.877918, 7400.000000
 145.754031, 7300.000000
 146.868830, 7200.000000
 147.769670, 7100.000000
 148.682265, 7000.000000
 149.606516, 6900.000000
 150.312018, 6800.000000
 151.258405, 6700.000000
 151.752017, 6600.000000
 152.253403, 6500.000000
 152.528674, 6400.000000
 152.809851, 6300.000000
 153.332429, 6200.000000
 153.626117, 6100.000000
 153.688285, 6000.000000
 153.992562, 5900.000000
 154.302488, 5800.000000
 154.378208, 5700.000000
 154.698446, 5600.000000
 154.782712, 5500.000000
 154.870777, 5400.000000
 155.205741, 5300.000000
 155.302120, 5200.000000
 155.402190, 5100.000000
 155.751511, 5000.000000
 155.859672, 4900.000000
 155.971421, 4800.000000
 155.838705, 4700.000000
 155.956730, 4600.000000
 155.828631, 4500.000000
 155.702409, 4400.000000
 155.578042, 4300.000000
 155.455510, 4200.000000
 155.334794, 4100.000000
 155.215874, 4000.000000
 155.098731, 3900.000000
 154.983346, 3800.000000
 154.613828, 3700.000000
 154.501137, 3600.000000
 154.390151, 3500.000000
 154.280853, 3400.000000
 154.173224, 3300.000000
 154.067248, 3200.000000
 153.962907, 3100.000000
 153.599012, 3000.000000
 152.973314, 2900.000000
 152.608894, 2800.000000
 151.981179, 2700.000000
 151.616217, 2600.000000
 150.986479, 2500.000000
 150.620956, 2400.000000
 150.255510, 2300.000000
 149.890134, 2200.000000
 149.257057, 2100.000000
 148.891081, 2000.000000
 148.525157, 1900.000000
 148.159278, 1800.000000
 147.793438, 1700.000000
 147.427629, 1600.000000
 147.061846, 1500.000000
 146.696082, 1400.000000
 146.056904, 1300.000000
 145.690464, 1200.000000
 145.324026, 1100.000000
 144.682079, 1000.000000
 144.314941,  900.000000
 143.947791,  800.000000
 143.303060,  700.000000
 142.935187,  600.000000
 142.567287,  500.000000
 141.919758,  400.000000
 141.551113,  300.000000
 141.182426,  200.000000
 140.532085,  100.000000
 140.162633,    0.000000
