Time, CL
   0.000100,    1.281000
   0.000573,    1.281000
   0.003117,    1.281000
   0.009957,    1.281000
   0.024646,    1.281000
   0.053125,    1.281000
   0.083772,    1.281000
   0.114472,    1.281000
   0.145126,    1.281000
   0.175789,    1.281000
   0.206785,    1.281000
   0.237588,    1.281000
   0.268578,    1.281000
   0.299597,    1.281000
   0.330868,    1.281000
   0.362309,    1.281000
   0.393907,    1.281000
   0.425828,    1.281000
   0.457640,    1.281000
   0.490004,    1.281000
   0.522654,    1.281000
   0.554964,    1.281000
   0.587547,    1.281000
   0.620463,    1.281000
   0.653474,    1.281000
   0.687357,    1.281000
   0.721070,    1.281000
   0.754941,    1.281000
   0.788684,    1.281000
   0.823118,    1.281000
   0.857707,    1.281000
   0.892646,    1.281000
   0.927529,    1.281000
   0.963105,    1.281000
   0.998955,    1.281000
   1.034903,    1.281000
   1.071143,    1.281000
   1.107846,    1.281000
   1.144517,    1.281000
   1.181699,    1.281000
   1.219516,    1.281000
   1.227058,    1.281000
   1.245626,    1.281000
   1.253950,    1.281000
   1.254202,    1.281000
   1.254344,    1.281000
   1.254414,    1.281000
   1.254483,    1.281000
   1.254957,    1.281000
   1.256950,    1.281000
   1.262862,    1.281000
   1.279550,    1.281000
   1.317168,    1.281000
   1.355809,    1.281000
   1.394551,    1.281000
   1.433931,    1.281000
   1.473288,    1.281000
   1.513258,    1.281000
   1.553245,    1.281000
   1.593678,    1.281000
   1.635256,    1.281000
   1.676393,    1.281000
   1.717909,    1.281000
   1.759478,    1.281000
   1.801353,    1.281000
   1.843146,    1.281000
   1.885385,    1.281000
   1.928509,    1.281000
   1.971697,    1.281000
   2.015146,    1.281000
   2.058612,    1.281000
   2.102968,    1.281000
   2.146928,    1.281000
   2.191120,    1.281000
   2.236411,    1.281000
   2.282375,    1.281000
   2.327831,    1.281000
   2.373199,    1.281000
   2.419283,    1.281000
   2.465873,    1.281000
   2.512723,    1.281000
   2.522199,    1.281000
   2.522424,    1.281000
   2.522731,    1.281000
   2.522790,    1.281000
   2.523226,    1.281000
   2.523631,    1.281000
   2.525934,    1.281000
   2.534239,    1.281000
   2.554900,    1.281000
   2.598164,    1.281000
   2.645569,    1.281000
   2.693532,    1.281000
   2.741623,    1.281000
   2.790171,    1.281000
   2.838895,    1.281000
   2.887680,    1.281000
   2.937604,    1.281000
   2.987051,    1.281000
   3.037231,    1.281000
   3.087618,    1.281000
   3.137995,    1.281000
   3.189407,    1.281000
   3.240672,    1.281000
   3.292001,    1.281000
   3.343463,    1.281000
   3.394863,    1.281000
   3.447305,    1.281000
   3.499598,    1.281000
   3.552836,    1.281000
   3.605960,    1.281000
   3.659315,    1.281000
   3.712871,    1.281000
   3.766575,    1.281000
   3.777377,    1.281000
   3.784152,    1.281000
   3.803041,    1.281000
   3.804793,    1.281000
   3.806073,    1.281000
   3.806249,    1.281000
   3.806279,    1.281000
   3.806310,    1.281000
   3.806615,    1.281000
   3.808334,    1.281000
   3.814168,    1.281000
   3.831469,    1.281000
   3.877109,    1.281000
   3.931261,    1.281000
   3.986294,    1.281000
   4.041218,    1.281000
   4.096664,    1.281000
   4.152310,    1.281000
   4.208401,    1.281000
   4.264660,    1.281000
   4.321100,    1.281000
   4.378066,    1.281000
   4.435137,    1.281000
   4.492574,    1.281000
   4.550189,    1.281000
   4.607962,    1.281000
   4.665846,    1.281000
   4.724315,    1.281000
   4.783015,    1.281000
   4.841937,    1.281000
   4.900946,    1.281000
   4.960306,    1.281000
   5.020025,    1.281000
   5.079792,    1.281000
   5.091833,    1.281000
   5.099378,    1.281000
   5.105319,    1.281000
   5.105580,    1.281000
   5.105760,    1.281000
   5.105858,    1.281000
   5.105954,    1.281000
   5.106716,    1.281000
   5.110375,    1.281000
   5.124476,    1.281000
   5.163753,    1.281000
   5.226360,    1.281000
   5.286894,    1.281000
   5.347717,    1.281000
   5.408299,    1.281000
   5.469511,    1.281000
   5.530871,    1.281000
   5.592444,    1.281000
   5.654315,    1.281000
   5.716494,    1.281000
   5.779391,    1.281000
   5.841683,    1.281000
   5.904724,    1.281000
   5.968014,    1.281000
   6.031557,    1.281000
   6.094983,    1.281000
   6.159346,    1.281000
   6.223476,    1.281000
   6.288062,    1.281000
   6.352713,    1.281000
   6.417536,    1.281000
   6.420155,    1.281000
   6.422010,    1.281000
   6.422379,    1.281000
   6.422603,    1.281000
   6.422680,    1.281000
   6.422758,    1.281000
   6.423467,    1.281000
   6.427296,    1.281000
   6.440716,    1.281000
   6.480360,    1.281000
   6.543404,    1.281000
   6.608678,    1.281000
   6.674470,    1.281000
   6.740440,    1.281000
   6.806806,    1.281000
   6.873314,    1.281000
   6.939955,    1.281000
   7.006598,    1.281000
   7.073618,    1.281000
   7.140442,    1.281000
   7.208042,    1.281000
   7.275657,    1.281000
   7.343412,    1.281000
   7.411306,    1.281000
   7.479561,    1.281000
   7.548159,    1.281000
   7.616459,    1.281000
   7.685257,    1.281000
   7.754698,    1.281000
   7.757455,    1.281000
   7.757872,    1.281000
   7.758444,    1.281000
   7.758960,    1.281000
   7.762145,    1.281000
   7.775114,    1.281000
   7.813023,    1.281000
   7.882696,    1.281000
   7.952115,    1.281000
   8.022254,    1.281000
   8.092439,    1.281000
   8.162895,    1.281000
   8.233899,    1.281000
   8.304355,    1.281000
   8.374921,    1.281000
   8.446052,    1.281000
   8.517155,    1.281000
   8.588547,    1.281000
   8.659864,    1.281000
   8.731775,    1.281000
   8.803632,    1.281000
   8.875864,    1.281000
   8.947994,    1.281000
   9.020567,    1.281000
   9.093685,    1.281000
   9.108255,    1.281000
   9.110114,    1.281000
   9.111806,    1.281000
   9.112790,    1.281000
   9.112962,    1.281000
   9.113123,    1.281000
   9.114395,    1.281000
   9.120892,    1.281000
   9.147022,    1.281000
   9.220702,    1.281000
   9.293912,    1.281000
   9.367528,    1.281000
   9.441452,    1.281000
   9.515232,    1.281000
   9.589323,    1.281000
   9.663322,    1.281000
   9.737366,    1.281000
   9.811893,    1.281000
   9.886228,    1.281000
   9.960947,    1.281000
  10.036223,    1.281000
  10.111628,    1.281000
  10.187045,    1.281000
  10.262445,    1.281000
  10.338068,    1.281000
  10.413736,    1.281000
  10.428884,    1.281000
  10.477100,    1.281000
  10.480061,    1.281000
  10.482801,    1.281000
  10.485127,    1.281000
  10.487083,    1.281000
  10.488675,    1.281000
  10.488954,    1.281000
  10.489070,    1.281000
  10.489210,    1.281000
  10.490258,    1.281000
  10.495803,    1.281000
  10.517698,    1.281000
  10.585650,    1.281000
  10.662965,    1.281000
  10.739823,    1.281000
  10.816905,    1.281000
  10.893781,    1.281000
  10.971012,    1.281000
  11.048350,    1.281000
  11.125901,    1.281000
  11.204009,    1.281000
  11.281841,    1.281000
  11.360319,    1.281000
  11.438756,    1.281000
  11.517081,    1.281000
  11.595529,    1.281000
  11.674703,    1.281000
  11.753658,    1.281000
  11.832998,    1.281000
  11.848806,    1.281000
  11.858453,    1.281000
  11.866552,    1.281000
  11.873287,    1.281000
  11.878309,    1.281000
  11.884165,    1.281000
  11.885063,    1.281000
  11.886264,    1.281000
  11.887154,    1.281000
  11.887490,    1.281000
  11.887729,    1.281000
  11.887867,    1.281000
  11.887948,    1.281000
  11.888027,    1.281000
  11.888694,    1.281000
  11.892790,    1.281000
  11.909742,    1.281000
  11.963960,    1.281000
  12.043575,    1.281000
  12.123538,    1.281000
  12.203647,    1.281000
  12.283847,    1.281000
  12.363980,    1.281000
  12.444346,    1.281000
  12.524638,    1.281000
  12.605454,    1.281000
  12.686254,    1.281000
  12.767438,    1.281000
  12.848935,    1.281000
  12.930341,    1.281000
  13.012117,    1.281000
  13.093524,    1.281000
  13.175293,    1.281000
  13.257253,    1.281000
  13.273639,    1.281000
  13.284610,    1.281000
  13.292271,    1.281000
  13.299086,    1.281000
  13.304092,    1.281000
  13.307907,    1.281000
  13.308631,    1.281000
  13.309495,    1.281000
  13.310548,    1.281000
  13.310872,    1.281000
  13.310977,    1.281000
  13.311028,    1.281000
  13.311080,    1.281000
  13.311601,    1.281000
  13.315520,    1.281000
  13.330875,    1.281000
  13.385756,    1.281000
  13.467411,    1.281000
  13.550343,    1.281000
  13.632952,    1.281000
  13.716060,    1.281000
  13.799461,    1.281000
  13.882937,    1.281000
  13.966205,    1.281000
  14.049932,    1.281000
  14.134081,    1.281000
  14.218159,    1.281000
  14.302391,    1.281000
  14.386729,    1.281000
  14.471023,    1.281000
  14.555586,    1.281000
  14.640231,    1.281000
  14.725318,    1.281000
  14.742319,    1.281000
  14.754272,    1.281000
  14.756077,    1.281000
  14.757864,    1.281000
  14.759695,    1.281000
  14.759860,    1.281000
  14.759967,    1.281000
  14.760008,    1.281000
  14.760051,    1.281000
  14.760456,    1.281000
  14.763318,    1.281000
  14.778661,    1.281000
  14.830674,    1.281000
  14.915557,    1.281000
  15.001324,    1.281000
  15.087211,    1.281000
  15.172950,    1.281000
  15.259190,    1.281000
  15.345355,    1.281000
  15.431793,    1.281000
  15.518313,    1.281000
  15.605242,    1.281000
  15.692044,    1.281000
  15.778864,    1.281000
  15.865973,    1.281000
  15.953049,    1.281000
  16.040150,    1.281000
  16.127691,    1.281000
  16.215672,    1.281000
  16.233221,    1.281000
  16.235720,    1.281000
  16.236143,    1.281000
  16.236355,    1.281000
  16.236528,    1.281000
  16.236595,    1.281000
  16.236764,    1.281000
  16.236918,    1.281000
  16.238201,    1.281000
  16.246121,    1.281000
  16.279380,    1.281000
  16.372497,    1.281000
  16.460927,    1.281000
  16.549594,    1.281000
  16.638538,    1.281000
  16.727289,    1.281000
  16.816464,    1.281000
  16.905792,    1.281000
  16.994858,    1.281000
  17.084260,    1.281000
  17.173811,    1.281000
  17.263215,    1.281000
  17.352872,    1.281000
  17.442737,    1.281000
  17.532762,    1.281000
  17.622814,    1.281000
  17.713167,    1.281000
  17.731240,    1.281000
  17.741572,    1.281000
  17.741941,    1.281000
  17.742535,    1.281000
  17.742616,    1.281000
  17.742715,    1.281000
  17.743669,    1.281000
  17.751051,    1.281000
  17.787781,    1.281000
  17.884436,    1.281000
  17.975450,    1.281000
  18.066547,    1.281000
  18.157942,    1.281000
  18.249161,    1.281000
  18.340780,    1.281000
  18.432561,    1.281000
  18.524388,    1.281000
  18.616345,    1.281000
  18.708199,    1.281000
  18.800404,    1.281000
  18.892571,    1.281000
  18.985047,    1.281000
  19.077687,    1.281000
  19.170133,    1.281000
  19.262896,    1.281000
  19.266614,    1.281000
  19.270037,    1.281000
  19.273219,    1.281000
  19.277244,    1.281000
  19.277982,    1.281000
  19.278888,    1.281000
  19.279296,    1.281000
  19.279576,    1.281000
  19.279750,    1.281000
  19.279824,    1.281000
  19.279897,    1.281000
