eta, Total_load
   0.000000, 24541.620230
   0.020408, 24445.339467
   0.040816, 24431.926207
   0.061224, 24409.154680
   0.081633, 24376.872418
   0.102041, 24334.979601
   0.122449, 24283.401419
   0.142857, 24222.075783
   0.163265, 24150.945902
   0.183673, 24069.954914
   0.204082, 23979.041554
   0.224490, 23878.136391
   0.244898, 23767.158400
   0.265306, 23646.011742
   0.285714, 23514.582628
   0.306122, 23372.736215
   0.326531, 23220.313436
   0.346939, 23057.127695
   0.367347, 22882.961356
   0.387755, 22697.561931
   0.408163, 22500.637880
   0.428571, 22291.853903
   0.448980, 22070.825622
   0.469388, 21837.113477
   0.489796, 21590.215687
   0.510204, 21329.406464
   0.530612, 21054.003207
   0.551020, 20763.399506
   0.571429, 20456.737901
   0.591837, 20133.037711
   0.612245, 19791.174747
   0.632653, 19429.856446
   0.653061, 19047.591092
   0.673469, 18642.649265
   0.693878, 18213.014958
   0.714286, 17756.322668
   0.734694, 17269.775106
   0.755102, 16750.033481
   0.775510, 16193.067974
   0.795918, 15593.948661
   0.816327, 14946.544194
   0.836735, 14243.071601
   0.857143, 13473.393680
   0.877551, 12623.861939
   0.897959, 11675.276917
   0.918367, 10598.955818
   0.938776, 9348.146274
   0.959184, 7835.389754
   0.979592, 5849.302388
   1.000000,    0.000000
