Mach, Altitude
   0.238837,    0.000000
   0.240259,  100.000000
   0.241692,  200.000000
   0.243137,  300.000000
   0.244594,  400.000000
   0.246063,  500.000000
   0.247544,  600.000000
   0.249038,  700.000000
   0.250544,  800.000000
   0.252062,  900.000000
   0.253593, 1000.000000
   0.255137, 1100.000000
   0.256694, 1200.000000
   0.258264, 1300.000000
   0.259847, 1400.000000
   0.261444, 1500.000000
   0.263054, 1600.000000
   0.264678, 1700.000000
   0.266315, 1800.000000
   0.267967, 1900.000000
   0.269633, 2000.000000
   0.271313, 2100.000000
   0.273007, 2200.000000
   0.274716, 2300.000000
   0.276440, 2400.000000
   0.278179, 2500.000000
   0.279932, 2600.000000
   0.281701, 2700.000000
   0.283486, 2800.000000
   0.285286, 2900.000000
   0.287102, 3000.000000
   0.288933, 3100.000000
   0.290781, 3200.000000
   0.292645, 3300.000000
   0.294526, 3400.000000
   0.296423, 3500.000000
   0.298337, 3600.000000
   0.300268, 3700.000000
   0.302217, 3800.000000
   0.304183, 3900.000000
   0.306166, 4000.000000
   0.308167, 4100.000000
   0.310187, 4200.000000
   0.312224, 4300.000000
   0.314280, 4400.000000
   0.316355, 4500.000000
   0.318449, 4600.000000
   0.320561, 4700.000000
   0.322693, 4800.000000
   0.324845, 4900.000000
   0.327016, 5000.000000
   0.329208, 5100.000000
   0.331419, 5200.000000
   0.333651, 5300.000000
   0.335904, 5400.000000
   0.338178, 5500.000000
   0.340473, 5600.000000
   0.342790, 5700.000000
   0.345128, 5800.000000
   0.347489, 5900.000000
   0.349871, 6000.000000
   0.352276, 6100.000000
   0.354704, 6200.000000
   0.357155, 6300.000000
   0.359630, 6400.000000
   0.362128, 6500.000000
   0.364650, 6600.000000
   0.367196, 6700.000000
   0.369767, 6800.000000
   0.372362, 6900.000000
   0.374983, 7000.000000
   0.377629, 7100.000000
   0.380301, 7200.000000
   0.382999, 7300.000000
   0.385724, 7400.000000
   0.388475, 7500.000000
   0.391253, 7600.000000
   0.394059, 7700.000000
   0.396892, 7800.000000
   0.399753, 7900.000000
