Ground distance, Rate of Climb
   0.000000,   -2.977708
   5.687038,   -2.984166
  11.374478,   -2.991739
  17.062113,   -2.999194
  22.749748,   -3.006649
  28.437384,   -3.014105
  34.125019,   -3.021560
  39.812654,   -3.029016
  45.500289,   -3.036471
  51.187925,   -3.043926
  56.875560,   -3.051382
  62.563195,   -3.058837
  68.252122,   -3.066757
  73.941696,   -3.074910
  79.631270,   -3.083063
  85.320843,   -3.091216
  91.010417,   -3.099370
  96.699991,   -3.107523
 102.389565,   -3.115676
 108.079139,   -3.123829
 113.768713,   -3.131982
 119.458287,   -3.140135
 125.150040,   -3.147619
 130.842887,   -3.154767
 136.535733,   -3.161915
 142.228579,   -3.169064
 147.921426,   -3.176212
 153.614272,   -3.183361
 159.307118,   -3.190509
 164.999964,   -3.197658
 170.692811,   -3.204806
 176.385657,   -3.211955
 182.081505,   -3.218836
 187.778858,   -3.225583
 193.476211,   -3.232331
 199.173564,   -3.239078
 204.870917,   -3.245825
 210.568269,   -3.252573
 216.265622,   -3.259320
 221.962975,   -3.266067
 227.660328,   -3.272815
 233.357681,   -3.279562
 239.058860,   -3.288119
 244.761957,   -3.297584
 250.465053,   -3.307048
 256.168150,   -3.316513
 261.871247,   -3.325977
 267.574344,   -3.335441
 273.277440,   -3.344906
 278.980537,   -3.354370
 284.683634,   -3.363834
 290.386730,   -3.373299
 296.094549,   -3.380367
 301.804733,   -3.386234
 307.514918,   -3.392101
 313.225102,   -3.397968
 318.935287,   -3.403835
 324.645471,   -3.409703
 330.355656,   -3.415570
 336.065841,   -3.421437
 341.776025,   -3.427304
 347.486210,   -3.433171
 353.201844,   -3.439580
 358.920210,   -3.446259
 364.638577,   -3.452939
 370.356943,   -3.459618
 376.075309,   -3.466298
 381.793675,   -3.472977
 387.512041,   -3.479657
 393.230407,   -3.486336
 398.948774,   -3.493016
 404.667140,   -3.499695
 410.391720,   -3.507962
 416.119415,   -3.517024
 421.847110,   -3.526087
 427.574805,   -3.535149
 433.302500,   -3.544211
 439.030195,   -3.553274
 444.757890,   -3.562336
 450.485585,   -3.571398
 456.213280,   -3.580461
 461.940975,   -3.589523
 467.675736,   -3.597740
 473.414037,   -3.605533
 479.152339,   -3.613327
 484.890641,   -3.621120
 490.628943,   -3.628914
 496.367244,   -3.636707
 502.105546,   -3.644500
 507.843848,   -3.652294
 513.582150,   -3.660087
 519.320451,   -3.667881
 525.066629,   -3.675788
 530.816754,   -3.683753
 536.566879,   -3.691718
 542.317004,   -3.699683
 548.067129,   -3.707647
 553.817254,   -3.715612
 559.567378,   -3.723577
 565.317503,   -3.731542
 571.067628,   -3.739507
 576.817753,   -3.747471
 582.576537,   -3.754679
 588.339660,   -3.761506
 594.102783,   -3.768333
 599.865906,   -3.775160
 605.629029,   -3.781988
 611.392152,   -3.788815
 617.155275,   -3.795642
 622.918398,   -3.802470
 628.681521,   -3.809297
 634.444644,   -3.816124
 640.217130,   -3.822573
 645.994308,   -3.828832
 651.771485,   -3.835092
 657.548663,   -3.841351
 663.325841,   -3.847610
 669.103019,   -3.853870
 674.880196,   -3.860129
 680.657374,   -3.866388
 686.434552,   -3.872647
 692.211730,   -3.878907
 697.998940,   -3.886558
 703.791179,   -3.894907
 709.583419,   -3.903256
 715.375658,   -3.911605
 721.167897,   -3.919953
 726.960136,   -3.928302
 732.752375,   -3.936651
 738.544614,   -3.945000
 744.336853,   -3.953349
 750.129092,   -3.961698
 755.932100,   -3.969391
 761.740506,   -3.976755
 767.548911,   -3.984120
 773.357317,   -3.991484
 779.165723,   -3.998848
 784.974128,   -4.006212
 790.782534,   -4.013577
 796.590940,   -4.020941
 802.399345,   -4.028305
 808.207751,   -4.035670
 814.027596,   -4.043820
 819.853173,   -4.052364
 825.678751,   -4.060908
 831.504329,   -4.069451
 837.329907,   -4.077995
 843.155485,   -4.086539
 848.981063,   -4.095083
 854.806640,   -4.103627
 860.632218,   -4.112171
 866.457796,   -4.120715
 872.295546,   -4.128842
 878.139398,   -4.136761
 883.983249,   -4.144680
 889.827100,   -4.152600
 895.670951,   -4.160519
 901.514802,   -4.168438
 907.358653,   -4.176357
 913.202504,   -4.184276
 919.046355,   -4.192195
 924.890206,   -4.200114
 930.746905,   -4.206900
 936.610044,   -4.213117
 942.473183,   -4.219335
 948.336321,   -4.225552
 954.199460,   -4.231769
 960.062599,   -4.237987
 965.925738,   -4.244204
 971.788876,   -4.250421
 977.652015,   -4.256639
 983.515154,   -4.262856
 989.391744,   -4.270668
 995.275075,   -4.279278
