eta, Cd
   0.000000,    0.057195
   0.020408,    0.057491
   0.040816,    0.057955
   0.061224,    0.058383
   0.081633,    0.058783
   0.102041,    0.059159
   0.122449,    0.059507
   0.142857,    0.059834
   0.163265,    0.060139
   0.183673,    0.060422
   0.204082,    0.060683
   0.224490,    0.060921
   0.244898,    0.061138
   0.265306,    0.061331
   0.285714,    0.061501
   0.306122,    0.061646
   0.326531,    0.061767
   0.346939,    0.061863
   0.367347,    0.061931
   0.387755,    0.061972
   0.408163,    0.061984
   0.428571,    0.061966
   0.448980,    0.061917
   0.469388,    0.061834
   0.489796,    0.061720
   0.510204,    0.061560
   0.530612,    0.061351
   0.551020,    0.061102
   0.571429,    0.060804
   0.591837,    0.060456
   0.612245,    0.060050
   0.632653,    0.059583
   0.653061,    0.059042
   0.673469,    0.058423
   0.693878,    0.057720
   0.714286,    0.056923
   0.734694,    0.056020
   0.755102,    0.055001
   0.775510,    0.053831
   0.795918,    0.052509
   0.816327,    0.051016
   0.836735,    0.049330
   0.857143,    0.047407
   0.877551,    0.045206
   0.897959,    0.042703
   0.918367,    0.039895
   0.938776,    0.036895
   0.959184,    0.034641
   0.979592,    0.051599
   1.000000,    0.004063
