eta, Cd
   0.000000,    0.014344
   0.020408,    0.014406
   0.040816,    0.014502
   0.061224,    0.014591
   0.081633,    0.014674
   0.102041,    0.014752
   0.122449,    0.014825
   0.142857,    0.014894
   0.163265,    0.014958
   0.183673,    0.015017
   0.204082,    0.015082
   0.224490,    0.015144
   0.244898,    0.015200
   0.265306,    0.015250
   0.285714,    0.015294
   0.306122,    0.015332
   0.326531,    0.015363
   0.346939,    0.015387
   0.367347,    0.015405
   0.387755,    0.015415
   0.408163,    0.015418
   0.428571,    0.015413
   0.448980,    0.015400
   0.469388,    0.015377
   0.489796,    0.015347
   0.510204,    0.015305
   0.530612,    0.015250
   0.551020,    0.015184
   0.571429,    0.015106
   0.591837,    0.015025
   0.612245,    0.014940
   0.632653,    0.014842
   0.653061,    0.014730
   0.673469,    0.014602
   0.693878,    0.014457
   0.714286,    0.014293
   0.734694,    0.014154
   0.755102,    0.014058
   0.775510,    0.014071
   0.795918,    0.014089
   0.816327,    0.014113
   0.836735,    0.014145
   0.857143,    0.014191
   0.877551,    0.014261
   0.897959,    0.014375
   0.918367,    0.014585
   0.938776,    0.015040
   0.959184,    0.016397
   0.979592,    0.025848
   1.000000,    0.004063
