Time, Angular Velocity
   0.000000,    0.000000
   1.000000,    0.000000
   2.000000,    0.000000
   3.000000,    0.000000
   4.000000,    0.000000
   5.000000,    0.000000
   6.000000,    0.000000
   7.000000,    0.000000
   8.000000,    0.000000
   9.000000,    0.000000
  10.000000,    0.000000
  11.000000,    0.000000
  12.000000,    0.000000
  13.000000,    0.000000
  14.000000,    0.000000
  15.000000,    0.000000
  16.000000,    0.000000
  17.000000,    0.000000
  18.000000,    0.000000
  18.461566,    0.000000
  19.461566,    0.000000
  20.089012,    0.000000
  20.688845,    1.502859
  21.188845,    1.831670
  22.188845,    2.298292
  23.188845,    2.549437
  23.421772,    2.588666
  24.406463,    2.688020
  25.406463,    0.975415
  26.406463,    0.328977
  27.406463,    0.116077
  28.406463,    0.053068
  29.406463,    0.032761
  30.406463,    0.033998
  31.406463,    0.024178
  32.406463,    0.025190
  33.406463,    0.026155
  34.406463,    0.027079
  35.406463,    0.027962
  35.421772,    0.027810
  36.022823,   -0.000033
  37.022823,   -0.010877
  38.022823,   -0.011144
  39.022823,   -0.022255
  40.022823,   -0.022604
  41.022823,   -0.012213
  42.022823,   -0.012576
  43.022823,   -0.012938
  44.022823,   -0.013301
  44.423899,   -0.017742
  45.423899,   -0.646299
  46.423899,   -0.827638
  47.423899,   -0.870781
  48.423899,   -0.880287
  49.423899,   -0.248724
  50.423899,   -0.081310
  51.423899,   -0.027042
  52.423899,   -0.014014
  53.423899,   -0.011264
  54.423899,   -0.008463
  55.423899,   -0.005649
  56.423899,   -0.013261
  57.423899,   -0.010456
  58.423899,   -0.007643
  59.423899,   -0.004831
  60.423899,   -0.012414
  61.423899,   -0.009617
  62.423899,   -0.006810
  63.423899,   -0.014344
  64.423899,   -0.011567
  65.423899,   -0.008767
  66.423899,   -0.005963
  67.423899,   -0.013479
  68.423899,   -0.010707
  69.423899,   -0.007915
  70.423899,   -0.005119
  71.423899,   -0.012614
  72.423899,   -0.009839
  73.423899,   -0.007050
  74.423899,   -0.004265
  75.423899,   -0.011746
  76.423899,   -0.008968
  77.423899,   -0.006186
  78.423899,   -0.013622
  79.423899,   -0.010869
  80.423899,   -0.008099
  81.423899,   -0.005326
  82.423899,   -0.012744
  83.423899,   -0.009991
  84.423899,   -0.007227
  85.423899,   -0.004463
  86.423899,   -0.011861
  87.423899,   -0.009109
  88.423899,   -0.006348
  89.423899,   -0.013699
  90.423899,   -0.010960
  91.423899,   -0.008207
  92.423899,   -0.005450
  93.423899,   -0.012786
  94.423899,   -0.010047
  95.423899,   -0.007306
  96.423899,   -0.014605
  97.423899,   -0.011901
  98.423899,   -0.009179
  99.423899,   -0.006447
 100.423899,   -0.013732
 101.423899,   -0.011032
 102.423899,   -0.008309
 103.423899,   -0.005579
 104.423899,   -0.012846
 105.423899,   -0.010140
 106.423899,   -0.007413
 107.423899,   -0.004685
 108.423899,   -0.022047
 109.423899,   -0.019655
 110.423899,   -0.017262
 111.423899,   -0.024803
 112.423899,   -0.022403
 113.423899,   -0.019980
 114.423899,   -0.017541
 115.423899,   -0.024991
 116.423899,   -0.022546
 117.423899,   -0.020076
 118.423899,   -0.017589
 119.423899,   -0.024951
 120.423899,   -0.022458
 121.423899,   -0.019939
 122.423899,   -0.017403
 123.423899,   -0.024683
 124.423899,   -0.022146
 125.423899,   -0.019578
 125.892774,   -0.022965
