Mach, Rate of Climb
   0.341971,  115.181238
   0.344577,  125.557440
   0.347183,  136.204574
   0.349790,  142.664354
   0.352396,  149.243548
   0.355002,  156.143896
   0.357609,  162.361372
   0.360215,  166.543809
   0.362821,  170.839100
   0.365428,  175.248775
   0.368034,  179.885401
   0.370641,  182.345095
   0.373247,  184.687238
   0.375853,  187.096818
   0.378460,  189.574968
   0.381066,  192.154737
   0.383672,  192.765330
   0.386279,  193.309895
   0.388885,  193.882583
   0.391491,  194.484210
   0.394098,  195.097312
   0.396704,  194.893264
   0.399310,  193.733687
   0.401917,  192.569159
   0.404523,  191.400251
   0.407130,  190.199339
   0.409736,  188.930860
   0.412342,  187.079801
   0.414949,  184.010154
   0.417555,  180.902929
   0.420161,  177.750672
   0.422768,  174.479477
   0.425374,  171.170599
   0.427980,  167.824381
   0.430587,  163.825906
   0.433193,  158.661507
   0.435799,  153.361402
   0.438406,  147.981612
   0.441012,  142.532455
   0.443619,  137.014073
   0.446225,  131.426610
   0.448831,  125.728893
   0.451438,  119.141794
   0.454044,  110.994608
   0.456650,  102.737664
   0.459257,   94.370869
   0.461863,   85.873002
   0.464469,   77.236409
   0.467076,   68.489106
   0.469682,   59.630999
   0.472288,   50.661993
   0.474895,   41.525076
   0.477501,   30.279251
   0.480108,   18.887847
   0.482714,    7.350577
   0.485320,   -4.332844
   0.487927,  -16.162700
   0.490533,  -28.156895
   0.493139,  -40.298508
   0.495746,  -52.587607
   0.498352,  -65.024478
   0.500958,  -77.609406
   0.503565,  -90.343061
   0.506171, -105.071968
   0.508777, -120.051805
   0.511384, -135.211427
   0.513990, -150.551281
   0.516597, -166.062117
   0.519203, -181.745932
   0.521809, -197.611134
   0.524416, -213.658168
   0.527022, -229.887479
   0.529628, -246.287375
   0.532235, -262.845314
   0.534841, -279.586494
   0.537447, -296.511363
   0.540054, -315.196868
   0.542660, -335.352610
   0.545266, -355.684346
   0.547873, -376.243435
   0.550479, -397.030530
   0.553086, -418.046285
   0.555692, -439.291351
   0.558298, -460.696557
   0.560905, -482.322870
   0.563511, -504.179705
   0.566117, -526.267713
   0.568724, -548.587550
   0.571330, -571.072581
   0.573936, -593.756534
   0.576543, -616.673337
   0.579149, -639.823641
   0.581755, -663.208099
   0.584362, -689.000986
   0.586968, -715.455853
   0.589575, -742.182694
   0.592181, -769.182330
   0.594787, -796.455580
   0.597394, -823.969520
   0.600000, -851.643789
