Speed (CAS), Efficiency
 122.201626,   13.298649
 123.878802,   13.505478
 125.555978,   13.706217
 127.233154,   13.900468
 128.910330,   14.087896
 130.587506,   14.268240
 132.264682,   14.441315
 133.941858,   14.607023
 135.619034,   14.765355
 137.296210,   14.916396
 138.973386,   15.059302
 140.650562,   15.192648
 142.327738,   15.318674
 144.004914,   15.437814
 145.682090,   15.550463
 147.359266,   15.650878
 149.036442,   15.745282
 150.713618,   15.834457
 152.390794,   15.910766
 154.067970,   15.982143
 155.745146,   16.046205
 157.422322,   16.100239
 159.099498,   16.151291
 160.776674,   16.188804
 162.453850,   16.225269
 164.131026,   16.248424
 165.808202,   16.271040
 167.485378,   16.280193
 169.162554,   16.289448
 170.839730,   16.285676
 172.516906,   16.280700
 174.194082,   16.266856
 175.871258,   16.247792
 177.548434,   16.226075
 179.225610,   16.193217
 180.902786,   16.160184
 182.579962,   16.119737
 184.257138,   16.073349
 185.934313,   16.026807
 187.611489,   15.971148
 189.288665,   15.911892
 190.965841,   15.852553
 192.643017,   15.785471
 194.320193,   15.714216
 195.997369,   15.642992
 197.674545,   15.568396
 199.351721,   15.486165
 201.028897,   15.404114
 202.706073,   15.322252
 204.383249,   15.233812
 206.060425,   15.142081
 207.737601,   15.050712
 209.414777,   14.959711
 211.091953,   14.863006
 212.769129,   14.763326
 214.446305,   14.664200
 216.123481,   14.565634
 217.800657,   14.465967
 219.477833,   14.359898
 221.155009,   14.254577
 222.832185,   14.150006
 224.509361,   14.046185
 226.186537,   13.941265
 227.863713,   13.831237
 229.540889,   13.722139
 231.218065,   13.613966
 232.895241,   13.506717
 234.572417,   13.400387
 236.249593,   13.290409
 237.926769,   13.179215
 239.603945,   13.069099
 241.281121,   12.960053
 242.958297,   12.852070
 244.635473,   12.745143
 246.312649,   12.637225
 247.989825,   12.526586
 249.667001,   12.417135
 251.344176,   12.308862
 253.021352,   12.201755
 254.698528,   12.095802
 256.375704,   11.990990
 258.052880,   11.886905
 259.730056,   11.779447
 261.407232,   11.673236
 263.084408,   11.568259
 264.761584,   11.464500
 266.438760,   11.361943
 268.115936,   11.260575
 269.793112,   11.160380
 271.470288,   11.061344
 273.147464,   10.960969
 274.824640,   10.860289
 276.501816,   10.760842
 278.178992,   10.662611
 279.856168,   10.565579
 281.533344,   10.469730
 283.210520,   10.375047
 284.887696,   10.281514
 286.564872,   10.189115
 288.242048,   10.097834
