Mach, Specific Range
   0.234150,    0.189373
   0.236728,    0.197474
   0.239307,    0.205912
   0.241886,    0.209941
   0.244464,    0.214272
   0.247043,    0.218674
   0.249621,    0.221490
   0.252200,    0.224469
   0.254779,    0.227622
   0.257357,    0.230594
   0.259936,    0.233102
   0.262515,    0.235745
   0.265093,    0.238531
   0.267672,    0.241340
   0.270250,    0.243450
   0.272829,    0.245667
   0.275408,    0.247996
   0.277986,    0.250340
   0.280565,    0.252491
   0.283143,    0.254034
   0.285722,    0.255657
   0.288301,    0.257364
   0.290879,    0.259157
   0.293458,    0.261042
   0.296037,    0.262284
   0.298615,    0.263266
   0.301194,    0.264304
   0.303772,    0.265398
   0.306351,    0.266550
   0.308930,    0.267763
   0.311508,    0.268770
   0.314087,    0.268698
   0.316666,    0.268659
   0.319244,    0.268655
   0.321823,    0.268685
   0.324401,    0.268749
   0.326980,    0.268849
   0.329559,    0.268984
   0.332137,    0.268865
   0.334716,    0.267902
   0.337295,    0.266959
   0.339873,    0.266035
   0.342452,    0.265130
   0.345030,    0.264245
   0.347609,    0.263384
   0.350188,    0.262541
   0.352766,    0.261716
   0.355345,    0.260910
   0.357923,    0.259557
   0.360502,    0.257828
   0.363081,    0.256117
   0.365659,    0.254423
   0.368238,    0.252747
   0.370817,    0.251088
   0.373395,    0.249446
   0.375974,    0.247820
   0.378552,    0.246211
   0.381131,    0.244598
   0.383710,    0.242993
   0.386288,    0.241405
   0.388867,    0.239572
   0.391446,    0.237251
   0.394024,    0.234957
   0.396603,    0.232689
   0.399181,    0.230447
   0.401760,    0.228232
   0.404339,    0.226042
   0.406917,    0.223877
   0.409496,    0.221737
   0.412075,    0.219622
   0.414653,    0.217519
   0.417232,    0.215419
   0.419810,    0.213343
   0.422389,    0.211291
   0.424968,    0.209263
   0.427546,    0.207259
   0.430125,    0.205229
   0.432703,    0.202730
   0.435282,    0.200268
   0.437861,    0.197843
   0.440439,    0.195454
   0.443018,    0.193100
   0.445597,    0.190782
   0.448175,    0.188497
   0.450754,    0.186218
   0.453332,    0.183971
   0.455911,    0.181758
   0.458490,    0.179578
   0.461068,    0.177431
   0.463647,    0.175315
   0.466226,    0.173230
   0.468804,    0.171177
   0.471383,    0.169153
   0.473961,    0.167159
   0.476540,    0.165194
   0.479119,    0.163258
   0.481697,    0.161350
   0.484276,    0.159426
   0.486855,    0.157499
   0.489433,    0.155582
