Ground Distance, Acceleration
   0.000000,    3.311889
   1.648704,    3.268211
   6.565546,    3.223647
  14.705968,    3.178270
  26.024593,    3.132122
  40.475283,    3.085275
  58.011198,    3.037810
  78.584867,    2.989739
 102.148236,    2.941168
 128.652739,    2.892160
 158.049362,    2.842724
 190.288688,    2.792996
 225.320983,    2.742976
 263.096243,    2.692799
 303.564296,    2.642526
 346.674876,    2.592265
 392.377726,    2.542061
 440.622658,    2.492054
 491.359657,    2.442206
 544.538886,    2.392607
 600.110743,    2.343237
 635.486220,    2.312818
 694.825270,    2.299028
 749.747379,    2.281141
 813.390959,    1.989692
 818.125523,    1.948585
 850.779612,    1.602882
 917.201098,    0.944497
 966.546524,    0.547611
1034.273039,    0.029669
1038.299339,   -0.000636
1106.126881,   -0.001006
1173.953613,   -0.000781
1241.779819,    0.000543
1309.606375,    0.000974
1377.433455,    0.000617
1445.261031,    0.000446
1513.089101,    0.000311
1580.917638,    0.000291
1648.746644,    0.000891
1716.576136,    0.000712
1780.379682,    0.000467
1817.190870,   -0.000389
1885.020555,   -0.000077
1952.850251,    0.000662
2020.680498,    0.000557
2088.511255,    0.000509
2156.342540,    0.000465
2224.174354,    0.000397
2292.006680,    0.000370
2359.839526,    0.000347
2427.672893,    0.000352
2428.516631,    0.000353
2496.349802,   -0.000985
2564.182498,    0.000674
2632.015881,    0.000910
2699.850042,    0.000660
2767.685018,    0.000804
2835.520748,    0.000376
2903.357010,    0.000485
2971.193784,    0.000152
3039.030818,   -0.000173
3106.867742,    0.000248
3174.704946,    0.000260
3242.542517,    0.000244
3310.380392,    0.000952
3378.218749,   -0.000006
3446.057164,    0.000281
3513.895900,    0.000249
3581.734989,    0.000102
3649.574241,    0.000685
3717.413983,    0.000049
3785.253857,    0.000206
3853.093997,    0.000274
3920.934517,    0.000003
3988.775103,    0.000466
4056.616109,    0.000087
4124.457315,    0.000125
4192.298706,    0.000887
4260.140541,   -0.000001
4327.982439,    0.000345
4395.824703,    0.000161
4463.667251,    0.000081
4531.509940,    0.000726
4599.353105,    0.000026
4667.196375,    0.000253
4735.039951,    0.000242
4802.883886,    0.000044
4870.727926,    0.000573
4938.572420,    0.000041
5006.417054,    0.000152
5074.261899,    0.000981
5142.107181,    0.000038
5209.952562,    0.000453
5277.798371,    0.000107
5345.644402,    0.000102
5413.490595,    0.000817
5481.337258,    0.000030
5549.184022,    0.000331
5617.031147,    0.000185
5684.878581,    0.000066
5752.726140,    0.000668
5820.574171,    0.000038
5888.422325,    0.000226
5956.270762,    0.000262
6024.119573,    0.000032
6091.968475,    0.000516
6159.817829,    0.000104
6227.667395,    0.000172
6295.517192,    0.000951
6363.367421,    0.000002
6431.217713,    0.000376
6499.068391,    0.000160
6566.919350,    0.000119
6634.770487,    0.000792
6702.622107,    0.000031
6770.473830,    0.000295
6838.325889,    0.000196
6906.178266,    0.000047
6974.030749,    0.000615
7041.883701,    0.000067
7109.736813,    0.000225
7177.590207,    0.000304
7245.444011,    0.000047
7313.297921,    0.000507
7381.152279,    0.000093
7449.006837,    0.000143
7516.861598,    0.000901
7584.716814,    0.000033
7652.572126,    0.000388
7720.427838,    0.000172
7788.283842,    0.000116
7856.140021,    0.000768
7923.996691,    0.000048
7991.853482,    0.000296
8000.000000,    0.000373
