CLh_e, CDh_e
  -0.562658,    0.012852
  -0.559860,    0.012663
  -0.557070,    0.012489
  -0.554277,    0.012340
  -0.551468,    0.012313
  -0.548633,    0.012297
  -0.545759,    0.012312
  -0.542836,    0.012446
  -0.539852,    0.012594
  -0.530966,    0.012748
  -0.532614,    0.013127
  -0.534166,    0.013536
  -0.535610,    0.014248
  -0.536934,    0.015307
  -0.538127,    0.020030
  -0.539178,    0.021157
