CLh_e, CDh_e
  -0.581846,    0.012852
  -0.590409,    0.012663
  -0.599009,    0.012503
  -0.607625,    0.012490
  -0.616238,    0.012495
  -0.624828,    0.012633
  -0.633376,    0.012821
  -0.641862,    0.013122
  -0.650269,    0.013531
  -0.652911,    0.014040
  -0.665756,    0.014936
  -0.678464,    0.019925
  -0.691016,    0.021165
