CLh_e, CDh_e
  -0.594726,    0.012852
  -0.610916,    0.012663
  -0.627161,    0.012582
  -0.643435,    0.012590
  -0.659715,    0.012714
  -0.675974,    0.012930
  -0.692188,    0.013285
  -0.708334,    0.013751
  -0.724387,    0.014554
  -0.734767,    0.016130
  -0.755128,    0.021245
