Time, CD
   0.000000,    0.069250
   0.500000,    0.069250
   1.000000,    0.069250
   1.500000,    0.069250
   2.000000,    0.069250
   2.500000,    0.069250
   3.000000,    0.069250
   3.500000,    0.069250
   4.000000,    0.069250
   4.500000,    0.069250
   5.000000,    0.069250
   5.500000,    0.069250
   6.000000,    0.069250
   6.500000,    0.069250
   7.000000,    0.069250
   7.500000,    0.069250
   8.000000,    0.069250
   8.500000,    0.069250
   9.000000,    0.069250
   9.500000,    0.069250
  10.000000,    0.069250
  10.500000,    0.069250
  11.000000,    0.069250
  11.500000,    0.069250
  12.000000,    0.069250
  12.500000,    0.069250
  13.000000,    0.069250
  13.500000,    0.069250
  14.000000,    0.069250
  14.500000,    0.069250
  15.000000,    0.069250
  15.500000,    0.069250
  16.000000,    0.069250
  16.500000,    0.069250
  17.000000,    0.069250
  17.500000,    0.069250
  18.000000,    0.069250
  18.500000,    0.069250
  19.000000,    0.069250
  19.500000,    0.069250
  20.000000,    0.069250
  20.500000,    0.069250
  21.000000,    0.069250
  21.500000,    0.069250
  22.000000,    0.069250
  22.500000,    0.069250
  23.000000,    0.069250
  23.500000,    0.069250
  24.000000,    0.069250
  24.500000,    0.069250
  25.000000,    0.069250
  25.500000,    0.069250
  26.000000,    0.069250
  26.500000,    0.069250
  27.000000,    0.069250
  27.500000,    0.069250
  28.000000,    0.069250
  28.388923,    0.069250
  28.888923,    0.070004
  29.388923,    0.071386
  29.888923,    0.073270
  30.388923,    0.076060
  30.888923,    0.079574
  31.388923,    0.083429
  31.888923,    0.087558
  32.111100,    0.089393
  32.611100,    0.110608
  32.958167,    0.125334
  33.458167,    0.125334
  33.958167,    0.125334
  34.458167,    0.125334
  34.674151,    0.125334
  35.174151,    0.125334
  35.674151,    0.125334
  35.740661,    0.125334
  36.240661,    0.090075
  36.740661,    0.084453
  37.240661,    0.082445
  37.740661,    0.081867
  38.240661,    0.081745
  38.363141,    0.081715
  38.863141,    0.081684
  39.363141,    0.081694
  39.863141,    0.081740
  40.363141,    0.081798
  40.863141,    0.081867
  41.363141,    0.081924
  41.863141,    0.081970
  42.363141,    0.082016
  42.863141,    0.082062
  43.363141,    0.082120
  43.863141,    0.082189
  44.363141,    0.082234
  44.863141,    0.082257
  45.363141,    0.082292
  45.863141,    0.082338
  46.363141,    0.082444
  46.674151,    0.082544
  47.174151,    0.082593
  47.674151,    0.082616
  48.174151,    0.082640
  48.674151,    0.082667
  49.174151,    0.082707
  49.674151,    0.082765
  50.174151,    0.082833
  50.674151,    0.082902
  51.174151,    0.082931
  51.674151,    0.082954
  52.174151,    0.082997
  52.674151,    0.083043
  53.174151,    0.083110
  53.674151,    0.083179
  54.174151,    0.083228
  54.674151,    0.083274
  55.174151,    0.083320
  55.674151,    0.083366
  55.850803,    0.083418
  56.350803,    0.076209
  56.850803,    0.070845
  57.350803,    0.070845
  57.850803,    0.070845
  58.350803,    0.070845
  58.850803,    0.070845
  59.350803,    0.070845
  59.850803,    0.070845
  60.350803,    0.070845
  60.850803,    0.081073
  61.350803,    0.085377
  61.850803,    0.086749
  62.350803,    0.087217
  62.850803,    0.087403
  63.350803,    0.087502
  63.850803,    0.087538
  64.350803,    0.087564
  64.850803,    0.087591
  65.350803,    0.087617
  65.850803,    0.087644
  66.350803,    0.087670
  66.850803,    0.087720
  67.350803,    0.087690
  67.850803,    0.087716
  68.350803,    0.087778
  68.850803,    0.087746
  69.350803,    0.087772
  69.850803,    0.087799
  70.350803,    0.087825
  70.850803,    0.087888
  71.350803,    0.087846
  71.850803,    0.087872
  72.350803,    0.087925
  72.850803,    0.087902
  73.350803,    0.087928
  73.850803,    0.087955
  74.350803,    0.087981
  74.850803,    0.088042
  75.350803,    0.088002
  75.850803,    0.088028
  76.350803,    0.088070
  76.850803,    0.088056
  77.350803,    0.088082
  77.850803,    0.088128
  78.350803,    0.088104
  78.850803,    0.088131
  79.350803,    0.088157
  79.850803,    0.088184
  80.350803,    0.088217
  80.850803,    0.088210
  81.350803,    0.088234
  81.850803,    0.088261
  82.350803,    0.088283
  82.850803,    0.088280
  83.350803,    0.088306
  83.850803,    0.088333
  84.350803,    0.088359
  84.850803,    0.088370
  85.350803,    0.088397
  85.850803,    0.088431
  86.350803,    0.088438
  86.850803,    0.088440
  87.350803,    0.088466
  87.850803,    0.088492
  88.350803,    0.088519
  88.850803,    0.088508
  89.350803,    0.088549
  89.850803,    0.088575
  90.350803,    0.088591
  90.850803,    0.088602
  91.350803,    0.088628
  91.850803,    0.088655
  92.350803,    0.088681
  92.850803,    0.088729
  93.350803,    0.088690
  93.850803,    0.088716
  94.350803,    0.088743
  94.850803,    0.088769
  95.350803,    0.088812
  95.850803,    0.088798
  96.350803,    0.088825
  96.850803,    0.088863
  97.350803,    0.088869
  97.850803,    0.088869
  98.350803,    0.088907
  98.850803,    0.088934
  99.350803,    0.088980
  99.850803,    0.088965
 100.350803,    0.088979
 100.850803,    0.089034
 101.350803,    0.089108
 101.850803,    0.089054
 102.350803,    0.089057
 102.850803,    0.089083
 103.350803,    0.089114
 103.850803,    0.089131
 104.350803,    0.089125
 104.850803,    0.089152
 105.350803,    0.089178
 105.850803,    0.089205
 106.350803,    0.089257
 106.850803,    0.089225
 107.350803,    0.089252
 107.850803,    0.089318
 108.350803,    0.089279
 108.850803,    0.089306
 109.350803,    0.089342
 109.850803,    0.089364
 110.350803,    0.089337
 110.850803,    0.089329
 111.350803,    0.089356
 111.850803,    0.089393
 112.350803,    0.089446
 112.850803,    0.089489
 113.350803,    0.089516
 113.850803,    0.089574
 114.350803,    0.089544
 114.850803,    0.089562
 115.350803,    0.089544
 115.850803,    0.089571
 116.350803,    0.089597
 116.850803,    0.089624
 117.350803,    0.089589
 117.850803,    0.089651
 118.350803,    0.089678
 118.850803,    0.089743
 119.350803,    0.089705
 119.850803,    0.089732
 120.350803,    0.089795
 120.357515,    0.089797
