Time, Efficiency
   0.000000,   12.297514
   0.001667,   12.297514
   0.003333,   12.297514
   0.005000,   12.297514
   0.006667,   12.297514
   0.008333,   12.297514
   0.010000,   12.297514
   0.011667,   12.297514
   0.013333,   12.297514
   0.015000,   12.297514
   0.016667,   12.297514
   0.018333,   12.297514
   0.020000,   12.297514
   0.021667,   12.297514
   0.023333,   12.297514
   0.025000,   12.297514
   0.026667,   12.297514
   0.028333,   12.297514
   0.030000,   12.297514
   0.031667,   12.297514
   0.033333,   12.297514
   0.035000,   12.297514
   0.036667,   12.297514
   0.038333,   12.297514
   0.040000,   12.297514
   0.041667,   12.297514
   0.043333,   12.297514
   0.045000,   12.297514
   0.046667,   12.297514
   0.048333,   12.297514
   0.050000,   12.297514
   0.051667,   12.297514
   0.053333,   12.297514
   0.055000,   12.297514
   0.056667,   12.297514
   0.058333,   12.297514
   0.060000,   12.297514
   0.061667,   12.297514
   0.063333,   12.297514
   0.065000,   12.297514
   0.066667,   12.297514
   0.068333,   12.297514
   0.070000,   12.297514
   0.071667,   12.297514
   0.073333,   12.297514
   0.075000,   12.297514
   0.076667,   12.297514
   0.078333,   12.297514
   0.080000,   12.297514
   0.081667,   12.297514
   0.083333,   12.297514
   0.085000,   12.297514
   0.086667,   12.297514
   0.088333,   12.297514
   0.090000,   12.297514
   0.091667,   12.297514
   0.093333,   12.297514
   0.095000,   12.297514
   0.096667,   12.297514
   0.098333,   12.297514
   0.100000,   12.297514
   0.101667,   12.297514
   0.103333,   12.297514
   0.105000,   12.297514
   0.106667,   12.297514
   0.108333,   12.297514
   0.110000,   12.297514
   0.111667,   12.297514
   0.113333,   12.297514
   0.115000,   12.297514
   0.116667,   12.297514
   0.118333,   12.297514
   0.120000,   12.297514
   0.121667,   12.297514
   0.123333,   12.297514
   0.125000,   12.297514
   0.126667,   12.297514
   0.128333,   12.297514
   0.130000,   12.297514
   0.131667,   12.297514
   0.133333,   12.297514
   0.135000,   12.297514
   0.136667,   12.297514
   0.138333,   12.297514
   0.140000,   12.297514
   0.141667,   12.297514
   0.143333,   12.297514
   0.145000,   12.297514
   0.146667,   12.297514
   0.148333,   12.297514
   0.150000,   12.297514
   0.151667,   12.297514
   0.153333,   12.297514
   0.155000,   12.297514
   0.156667,   12.297514
   0.158333,   12.297514
   0.160000,   12.297514
   0.161667,   12.297514
   0.163333,   12.297514
   0.165000,   12.297514
   0.166667,   12.297514
   0.168333,   12.297514
   0.170000,   12.297514
   0.171667,   12.297514
   0.173333,   12.297514
   0.175000,   12.297514
   0.176667,   12.297514
   0.178333,   12.297514
   0.180000,   12.297514
   0.181667,   12.297514
   0.183333,   12.297514
   0.185000,   12.297514
   0.186667,   12.297514
   0.188333,   12.297514
   0.190000,   12.297514
   0.191667,   12.297514
   0.193333,   12.297514
   0.195000,   12.297514
   0.196667,   12.297514
   0.198333,   12.297514
   0.200000,   12.297514
   0.201667,   12.297514
   0.203333,   12.297514
   0.205000,   12.297514
   0.206667,   12.297514
   0.208333,   12.297514
   0.210000,   12.297514
   0.211667,   12.297514
   0.213333,   12.297514
   0.215000,   12.297514
   0.216667,   12.297514
   0.218333,   12.297514
   0.220000,   12.297514
   0.221667,   12.297514
   0.223333,   12.297514
   0.225000,   12.297514
   0.226667,   12.297514
   0.228333,   12.297514
   0.230000,   12.297514
   0.231667,   12.297514
   0.233333,   12.297514
   0.235000,   12.297514
   0.236667,   12.297514
   0.238333,   12.297514
   0.240000,   12.297514
   0.241667,   12.297514
   0.243333,   12.297514
   0.245000,   12.297514
   0.246667,   12.297514
   0.248333,   12.297514
   0.250000,   12.297514
   0.251667,   12.297514
   0.253333,   12.297514
   0.255000,   12.297514
   0.256667,   12.297514
   0.258333,   12.297514
   0.260000,   12.297514
   0.261667,   12.297514
   0.263333,   12.297514
   0.265000,   12.297514
   0.266667,   12.297514
   0.268333,   12.297514
   0.270000,   12.297514
   0.271667,   12.297514
   0.273333,   12.297514
   0.275000,   12.297514
   0.276667,   12.297514
   0.278333,   12.297514
   0.280000,   12.297514
   0.281667,   12.297514
   0.283333,   12.297514
   0.285000,   12.297514
   0.286667,   12.297514
   0.288333,   12.297514
   0.290000,   12.297514
   0.291667,   12.297514
   0.293333,   12.297514
   0.295000,   12.297514
   0.296667,   12.297514
   0.298333,   12.297514
   0.300000,   12.297514
   0.301667,   12.297514
   0.303333,   12.297514
   0.305000,   12.297514
   0.306667,   12.297514
   0.308333,   12.297514
   0.310000,   12.297514
   0.311667,   12.297514
   0.312642,   12.297514
   0.314309,   12.858886
   0.315975,   13.382841
   0.317642,   13.873000
   0.319309,   14.148700
   0.320975,   14.212276
   0.322642,   14.275041
   0.324309,   14.337008
   0.325975,   14.398194
   0.327642,   14.458614
   0.329309,   14.518280
   0.330975,   14.577208
   0.332642,   14.635410
   0.334309,   14.692901
   0.335975,   14.772451
   0.337642,   14.874138
   0.339309,   14.972048
   0.340975,   15.066390
   0.342642,   15.157353
   0.344309,   15.245117
   0.345975,   15.329847
   0.347642,   15.411699
   0.349309,   15.490815
   0.350975,   15.567332
   0.352642,   15.613994
   0.354309,   15.629283
   0.355975,   15.644083
   0.357642,   15.658417
   0.359309,   15.672307
   0.360975,   15.685772
   0.362642,   15.698833
   0.364309,   15.711507
   0.365975,   15.723811
   0.367642,   15.735761
   0.368518,   15.741908
   0.370185,   15.009026
   0.371852,   14.357061
   0.373518,   13.773314
   0.375185,   13.247609
   0.376852,   12.771700
   0.378518,   12.338832
   0.380185,   11.943418
   0.381852,   11.580799
   0.383518,   11.247057
   0.385185,   10.938876
   0.386852,   10.938876
   0.388518,   10.938876
   0.390185,   10.938876
   0.391852,   10.938876
   0.393518,   10.938876
   0.395185,   10.938876
   0.396852,   10.938876
   0.398518,   10.938876
   0.400185,   10.938876
   0.401852,   10.938876
   0.403518,   10.938876
   0.405185,   10.938876
   0.406852,   10.938876
   0.408518,   10.938876
   0.410185,   10.938876
   0.410185,   15.200962
   1.605400,   15.198301
   2.825139,   15.195411
   4.084250,   15.193014
   5.433948,   15.191345
   6.920962,   15.188873
   8.567151,   15.185581
  10.405942,   15.181573
  12.496124,   15.176777
  14.982109,   15.171063
  14.982109,   13.074851
  15.801212,   13.070943
  16.620315,   13.067034
  17.439418,   13.063124
  18.258522,   13.059212
  19.077625,   13.055300
  19.896728,   13.051387
  20.715832,   13.047472
  21.534935,   13.043556
  22.354038,   13.039640
  23.173141,   13.035722
  23.992245,   13.031803
  24.811348,   13.027883
  25.630451,   13.023961
  26.449554,   13.020039
  27.268658,   13.016116
  28.087761,   13.012191
  28.906864,   13.008265
  29.725967,   13.004339
  30.545071,   13.000411
  31.364174,   12.996482
  32.183277,   12.992552
  33.002380,   12.988620
  33.821484,   12.984688
  34.640587,   12.980755
  35.459690,   12.976820
  36.278793,   12.972884
  37.097897,   12.968947
  37.917000,   12.965009
  38.736103,   12.961070
  38.736103,   11.490453
  39.896032,   11.486094
  41.058764,   11.482021
  42.220084,   11.477865
  43.376236,   11.473662
  44.524976,   11.469427
  45.661995,   11.465091
  46.783206,   11.460675
  47.900611,   11.456608
  49.010509,   11.452412
  49.010509,   15.057574
  49.589924,   15.056122
  50.174964,   15.054603
  50.765469,   15.053021
  51.364214,   15.051737
  51.981985,   15.051177
  52.628108,   15.050415
  53.305596,   15.049449
  54.016769,   15.048208
  54.763442,   15.046729
  54.763442,   15.983920
  56.615618,   15.983920
  58.468603,   15.983920
  60.322397,   15.983920
  62.177002,   15.983920
  64.032418,   15.983920
  65.888646,   15.983920
  67.745686,   15.983920
  69.603540,   15.983920
  71.462208,   15.983920
  71.462208,   11.357962
  72.108615,   11.356083
  72.744854,   11.353153
  73.383630,   11.350972
  74.025084,   11.348788
  74.669359,   11.346608
  75.316244,   11.344413
  75.965602,   11.342199
  76.616971,   11.339952
  77.269434,   11.337652
  77.269434,   15.983920
  82.269434,   15.984611
  87.269434,   15.985304
  92.269434,   15.985643
  97.269434,   15.985041
 102.269434,   15.984437
 107.269434,   15.983832
 112.269434,   15.983225
 117.269434,   15.982617
 122.269434,   15.982006
 122.269434,    9.775233
 122.271101,    9.785474
 122.272767,    9.785474
 122.274434,    9.785474
 122.276101,    9.785553
 122.277767,    9.785646
 122.279434,    9.785740
 122.281101,    9.785834
 122.282767,    9.785928
