Ground distance, Vertical Forces
   0.000000,    0.000000
   1.552581,    0.000000
   6.194861,    0.000000
  13.903565,    0.000000
  24.655307,    0.000000
  38.426598,    0.000000
  55.193855,    0.000000
  74.933397,    0.000000
  97.621461,    0.000000
 123.234202,    0.000000
 151.747692,    0.000000
 183.137943,    0.000000
 217.380894,    0.000000
 254.452420,    0.000000
 294.328359,    0.000000
 336.984478,    0.000000
 382.396512,    0.000000
 430.540166,    0.000000
 481.391088,    0.000000
 534.924921,    0.000000
 591.117286,    0.000000
 649.943770,    0.000000
 711.379973,    0.000000
 775.401505,    0.000000
 841.983979,    0.000000
 911.103042,    0.000000
 982.734388,    0.000000
1056.853758,    0.000000
1133.436948,    0.000000
1212.459821,    0.000000
1293.898341,    0.000000
1377.728538,    0.000000
1463.926518,    0.000000
1552.468476,    0.000000
1643.330693,    0.000000
1736.489524,    0.000000
1824.877900,    0.000000
1922.398242, 1153.510347
2022.163745, 2373.134737
2124.169540, 3375.029179
2146.505219, 3590.302392
2251.214168, 4619.084119
2277.025392, 4831.178991
2384.355505, 4801.293656
2493.521616, 4524.177302
2604.117497, 4254.081881
2715.797728, 3989.038232
2828.343401, 3727.701787
2897.164309, 3569.873591
3010.793420, 3315.587326
3124.948951, 3059.620518
3239.539057, 2805.001635
3354.486084, 2552.169088
3469.726689, 2299.517981
3585.211081, 2048.214633
3700.902640, 1797.004395
3816.778873, 1547.207401
3932.831073, 1296.361151
4036.368932, 1074.697053
4152.770657, 1073.563635
4269.363497, 1072.439826
4386.144112, 1071.329976
4503.107868, 1070.238263
4620.248881, 1069.168651
4737.560092, 1068.124858
4855.033332, 1067.110328
4972.659414, 1066.128199
5090.428220, 1065.181283
5208.328801, 1064.272044
5326.349480, 1063.402586
5444.477965, 1062.574636
5562.701457, 1061.789535
5681.006772, 1061.048237
5693.922465, 1060.970013
5812.302261, 1060.283549
5930.732217, 1059.652632
6049.195670, 1059.076626
6167.676171, 1058.554428
6175.383949, 1058.522287
6293.867422,  947.834679
6412.350536,  886.195895
6530.833386,  849.078518
6649.316003,  836.450581
6767.798534,  836.056483
6886.280761,  835.663098
7004.762672,  835.269429
7123.244640,  834.874495
7241.726770,  846.680653
7360.208915,  846.280727
7478.691277,  858.069950
7597.173677,  857.664895
7715.656284,  869.437521
7834.138936,  869.027371
7952.621793,  880.783404
8071.104703,  880.369547
8189.587765,  892.116166
8308.070883,  891.702801
8426.554199,  903.432982
8545.037611,  905.858782
8663.521168,  914.728723
8782.004821,  922.832516
8900.488589,  926.003426
9018.972450,  934.015675
9137.456431,  937.257021
9255.940512,  948.926095
9374.424693,  948.489639
9492.908977,  956.097531
9611.393403,  959.701099
9729.877960,  971.337864
9848.362641,  970.891622
9966.847469,  982.512352
10085.332407,  982.061280
10203.817499,  993.666019
10322.302686,  993.210145
10440.788031, 1004.798882
10559.273474, 1004.338202
10677.759082, 1015.911074
10796.244752, 1015.445648
10914.730590, 1027.002510
11033.216519, 1026.532279
11151.702635, 1038.073212
11270.188854, 1037.598181
11388.675277, 1049.123330
11507.161777, 1048.643569
11625.648485, 1060.152975
11744.135242, 1059.668527
11862.622212, 1071.162057
11981.109258, 1070.672865
12099.596530, 1082.150696
12218.083862, 1081.656812
12336.571429, 1093.118920
12455.059055, 1092.620348
12573.546911, 1104.066978
12692.034769, 1103.563828
12810.522847, 1114.994803
12929.010928, 1114.487032
13047.499232, 1125.899379
13165.987536, 1125.377369
13284.476064, 1136.767160
13402.964615, 1136.240472
13521.453405, 1147.614303
13639.942255, 1147.082868
13758.431353, 1158.441116
13876.920460, 1157.905069
13995.409823, 1169.247454
14113.899223, 1168.706721
14232.388874, 1180.033637
14350.878506, 1179.488354
14469.368400, 1190.799379
14587.858324, 1190.249412
14706.348514, 1201.544968
14824.838698, 1200.990431
14943.329159, 1212.270290
15061.819635, 1211.711130
15180.310384, 1222.975571
15298.801120, 1222.411876
15417.292150, 1233.660586
15535.783209, 1233.092257
15654.274557, 1244.325656
15772.765905, 1243.752814
15891.257552, 1254.970661
16009.749216, 1254.393260
16128.241192, 1265.595659
16246.733194, 1265.013709
16365.225494, 1276.200884
16483.717797, 1275.614476
16602.210393, 1286.786319
16720.702989, 1286.195450
16839.195883, 1297.351918
16957.688789, 1296.756559
17076.181984, 1307.897835
17194.675185, 1307.298036
17313.168657, 1318.424174
17431.662124, 1317.819974
17550.155887, 1328.930672
17668.649683, 1328.321967
17787.143743, 1339.417755
17905.637813, 1338.804686
18024.132148, 1349.885273
18142.626505, 1349.162234
18261.121164, 1347.560323
18379.615719, 1345.962130
18498.109963, 1344.366318
18616.604080, 1342.771565
18735.098493, 1352.795857
18853.592949, 1351.192975
18972.087673, 1361.182344
19090.582418, 1359.571377
19209.077453, 1369.525503
19327.572589, 1367.906320
19446.067965, 1377.825897
19564.563502, 1387.719192
19683.059184, 1386.083875
19801.555080, 1395.942813
19920.051035, 1394.299777
20038.547259, 1404.124132
20157.043569, 1402.473283
20275.540177, 1412.263726
20394.036833, 1410.605220
20512.533770, 1420.361949
20631.030722, 1418.696066
20749.527891, 1428.419359
20868.025036, 1426.746338
20986.522387, 1436.435874
21105.019768, 1434.755530
21223.517333, 1444.411690
21342.015003, 1454.042267
21460.512731, 1452.347526
21579.010618, 1461.944833
21697.508569, 1460.242995
21816.006726, 1469.807804
21934.504851, 1468.099072
22053.003225, 1477.630886
22171.501612, 1475.915161
22290.000266, 1485.414683
22408.498912, 1483.692115
22526.997837, 1493.159265
22645.496784, 1491.429887
22763.995972, 1500.865130
22882.495198, 1499.129080
23000.994642, 1508.532303
23119.494177, 1517.888589
23237.993804, 1516.161545
23356.493541, 1525.508097
23474.993340, 1523.752634
23593.493300, 1533.052475
23711.993349, 1531.255393
23830.493585, 1540.502591
23948.993883, 1538.699414
24067.494392, 1547.914735
24185.994955, 1546.105443
24304.495758, 1555.289250
24422.996580, 1553.473933
24541.497654, 1562.626413
24659.998720, 1560.805160
24778.500042, 1569.926455
24897.001338, 1568.099341
25015.502894, 1577.189560
25134.004421, 1575.356643
25252.506237, 1584.415686
25371.008065, 1582.576945
25489.510167, 1591.605485
25608.012266, 1589.761106
25726.514615, 1598.759173
25845.016959, 1596.909260
25963.519521, 1605.877013
26082.022077, 1604.021661
26200.524845, 1612.959049
26246.830848, 1612.231961
