Ground Distance, 
   0.000000,   15.240000
 241.758871,    2.569954
 252.663604,    2.030289
 263.568338,    1.554243
 274.473071,    1.141767
 285.377805,    0.792820
 296.282538,    0.507366
 307.187272,    0.285377
 318.092005,    0.126829
 328.996739,    0.031706
 339.901472,    0.000000
 340.712273,    0.000000
 348.809444,    0.000000
 404.882704,    0.000000
 415.983848,    0.000000
 427.047537,    0.000000
 438.073930,    0.000000
 449.063189,    0.000000
 451.256599,    0.000000
 451.317525,    0.000000
 451.346375,    0.000000
 451.376280,    0.000000
 451.394846,    0.000000
 451.401182,    0.000000
 451.403385,    0.000000
 451.404191,    0.000000
 451.404952,    0.000000
 451.412562,    0.000000
 451.488662,    0.000000
 452.249446,    0.000000
 459.835496,    0.000000
 513.290076,    0.000000
 532.279854,    0.000000
 539.046559,    0.000000
 545.607900,    0.000000
 595.564887,    0.000000
 643.278340,    0.000000
 688.680486,    0.000000
 731.705550,    0.000000
 772.290165,    0.000000
 810.373766,    0.000000
 845.899005,    0.000000
 878.812139,    0.000000
 909.063422,    0.000000
 936.607469,    0.000000
 939.580213,    0.000000
 941.379344,    0.000000
 943.006618,    0.000000
 958.663693,    0.000000
 980.995721,    0.000000
1000.504452,    0.000000
1017.156922,    0.000000
1030.925855,    0.000000
1041.789881,    0.000000
1049.733726,    0.000000
1054.748336,    0.000000
1056.830957,    0.000000
1056.895867,    0.000000
1056.896016,    0.000000
