Ground Roll distance, Vertical Forces
1083.406240, 33679.312454
1107.420384, 33548.245158
1271.101815, 32661.757051
1303.575928, 32487.298062
1335.963196, 32313.771382
1368.263852, 32141.171147
1400.478128, 31969.491537
1401.764905, 31962.643420
1404.338047, 31948.951575
1405.367149, 31943.476475
1405.804446, 31941.150077
1406.678993, 31936.497789
1406.751491, 31936.112142
1406.813538, 31935.782089
1406.847612, 31935.600836
1406.870830, 31935.477328
1406.878621, 31935.435885
1406.883076, 31935.412190
1406.885252, 31935.400612
1406.886598, 31935.391174
1406.887837, 31935.364414
1406.900230, 31935.096817
1407.024161, 31932.420689
1408.263179, 31905.644515
1420.624632, 31636.391533
1522.609738, 29259.628037
1620.215114, 26694.899355
1709.340831, 24062.974773
1789.930728, 21404.430469
1862.221035, 18757.255140
1926.550529, 16159.257459
1983.320891, 13647.147401
1998.345541, 12943.827794
2010.764819, 12349.378624
2016.189351, 12085.900293
2018.901147, 11953.293308
2021.901266, 11805.907528
2050.861652, 10345.913223
2066.849106, 9509.647031
2077.914021, 8917.534691
2081.388148, 8729.302026
2084.641752, 8551.980618
2115.304913, 6829.266875
2124.755743, 6278.473658
2131.099024, 5903.220619
2138.580026, 5454.720820
2140.715707, 5325.474149
2144.543661, 5092.499944
2147.967470, 4882.711329
2175.272674, 3159.233451
2196.866030, 1726.027567
2200.683815, 1465.266540
2202.615222, 1332.419837
2203.663374, 1260.045518
2204.596358, 1195.441630
2212.563547,  636.260820
2219.973511,  101.641802
2220.710729,   47.351465
2221.067024,   20.988475
2221.268089,    6.059281
2221.346334,    0.232501
2221.349411,    0.002888
2221.349447,    0.000165
