alpha body, Neutral Point
 -10.000000,    0.201143
  -9.090909,    0.211650
  -8.181818,    0.232832
  -7.272727,    0.254204
  -6.363636,    0.275289
  -5.454545,    0.295319
  -4.545455,    0.314858
  -3.636364,    0.331728
  -2.727273,    0.341819
  -1.818182,    0.361622
  -0.909091,    0.384244
  -0.000000,    0.395816
   0.909091,    0.407156
   1.818182,    0.418457
   2.727273,    0.429443
   3.636364,    0.439768
   4.545455,    0.449196
   5.454545,    0.458270
   6.363636,    0.467378
   7.272727,    0.476063
   8.181818,    0.485422
   9.090909,    0.499737
  10.000000,    0.523137
  10.909091,    0.561561
