alpha body, Neutral Point
 -10.000000,    0.209457
  -9.090909,    0.218907
  -8.181818,    0.237937
  -7.272727,    0.257093
  -6.363636,    0.275987
  -5.454545,    0.293982
  -4.545455,    0.311535
  -3.636364,    0.326368
  -2.727273,    0.334512
  -1.818182,    0.352276
  -0.909091,    0.372867
  -0.000000,    0.382608
   0.909091,    0.392113
   1.818182,    0.401567
   2.727273,    0.410719
   3.636364,    0.419264
   4.545455,    0.427001
   5.454545,    0.434402
   6.363636,    0.441795
   7.272727,    0.448779
   8.181818,    0.456338
   9.090909,    0.468267
  10.000000,    0.488174
  10.909091,    0.521431
  11.818182,    0.586645
