alpha body, Neutral Point
 -10.000000,    0.211879
  -9.090909,    0.221019
  -8.181818,    0.239494
  -7.272727,    0.258239
  -6.363636,    0.276887
  -5.454545,    0.294802
  -4.545455,    0.312418
  -3.636364,    0.327756
  -2.727273,    0.337249
  -1.818182,    0.355435
  -0.909091,    0.376191
  -0.000000,    0.387293
   0.909091,    0.398288
   1.818182,    0.409350
   2.727273,    0.420227
   3.636364,    0.430600
   4.545455,    0.440236
   5.454545,    0.449628
   6.363636,    0.459144
   7.272727,    0.468356
   8.181818,    0.478138
   9.090909,    0.492038
  10.000000,    0.513555
  10.909091,    0.547872
  11.818182,    0.612379
  12.727273,    0.748679
  13.636364,    1.084999
  14.545455,    2.840744
  15.454545,   -1.664130
  16.363636,   -5.381043
  17.272727,   -2.866466
  18.181818,   -2.706157
  19.090909,   -3.598310
  20.000000,   -4.436750
