alpha body, Neutral Point
 -10.000000,    0.202772
  -9.000000,    0.214714
  -8.000000,    0.238061
  -7.000000,    0.261146
  -6.000000,    0.284169
  -5.000000,    0.306545
  -4.000000,    0.324655
  -3.000000,    0.338301
  -2.000000,    0.360607
  -1.000000,    0.383123
   0.000000,    0.396238
   1.000000,    0.409075
   2.000000,    0.421563
   3.000000,    0.433014
   4.000000,    0.443779
   5.000000,    0.454274
   6.000000,    0.464368
   7.000000,    0.473906
   8.000000,    0.483955
   9.000000,    0.499119
  10.000000,    0.524762
  11.000000,    0.569099
