alpha body, Neutral Point
 -10.000000,    0.212783
  -9.000000,    0.223158
  -8.000000,    0.243562
  -7.000000,    0.263909
  -6.000000,    0.284345
  -5.000000,    0.304403
  -4.000000,    0.320869
  -3.000000,    0.333548
  -2.000000,    0.353987
  -1.000000,    0.374715
   0.000000,    0.387264
   1.000000,    0.399696
   2.000000,    0.411943
   3.000000,    0.423364
   4.000000,    0.434260
   5.000000,    0.445015
   6.000000,    0.455506
   7.000000,    0.465587
   8.000000,    0.476145
   9.000000,    0.491012
  10.000000,    0.514679
  11.000000,    0.554217
  12.000000,    0.634025
  13.000000,    0.823804
  14.000000,    1.416226
  15.000000, -2614.044341
  16.000000, -2616.811841
  17.000000,   -3.170997
  18.000000,   -2.720355
  19.000000,   -3.503511
  20.000000,   -4.246855
