alpha body, Neutral Point
 -10.000000,    0.203600
  -9.000000,    0.214560
  -8.000000,    0.236064
  -7.000000,    0.257439
  -6.000000,    0.278849
  -5.000000,    0.299784
  -4.000000,    0.316877
  -3.000000,    0.329932
  -2.000000,    0.351088
  -1.000000,    0.372507
   0.000000,    0.385290
   1.000000,    0.397898
   2.000000,    0.410263
   3.000000,    0.421725
   4.000000,    0.432603
   5.000000,    0.443294
   6.000000,    0.453673
   7.000000,    0.463588
   8.000000,    0.473997
   9.000000,    0.489021
  10.000000,    0.513484
  11.000000,    0.554891
  12.000000,    0.639006
  13.000000,    0.839453
  14.000000,    1.464971
  15.000000,  493.390617
  16.000000,  490.459290
  17.000000,   -3.391975
  18.000000,   -2.911119
  19.000000,   -3.741778
