Ground Roll distance, Vertical Forces
 331.804022, 149218.012467
 339.247772, 148629.249299
 390.132329, 144636.931897
 400.226384, 143851.656073
 410.293001, 143070.708935
 420.332257, 142294.062149
 430.344228, 141521.687608
 432.343355, 141367.722913
 432.352806, 141366.995198
 432.357902, 141366.602865
 432.359067, 141366.513142
 432.359704, 141366.464113
 432.360036, 141366.430694
 432.360357, 141366.332818
 432.363569, 141365.354050
 432.395688, 141355.565942
 432.716817, 141257.641421
 435.921962, 140274.050010
 467.331916, 130002.316361
 498.602209, 118504.731176
 527.166420, 106705.352041
 552.952780, 94808.275167
 576.040346, 82986.232845
 596.545904, 71408.215398
 614.607331, 60236.448485
 620.208975, 56563.755548
 624.068816, 53971.219419
 628.191275, 51144.246790
 628.916837, 50640.337638
 629.709760, 50087.524664
 637.396267, 44610.854525
 642.475297, 40869.865258
 645.667347, 38466.383860
 647.022980, 37433.017367
 648.887777, 35998.842065
 659.938814, 27179.573833
 662.290874, 25227.234293
 664.588758, 23292.508453
 665.254068, 22727.163206
 665.626643, 22409.550064
 665.965224, 22120.312108
 669.229236, 19301.960954
 677.352603, 12036.018116
 683.653766, 6120.699162
 684.125818, 5666.288567
 685.027807, 4792.779291
 685.789245, 4049.584224
 689.067575,  778.624747
 689.484577,  351.831278
 689.650317,  181.106384
 689.752432,   75.492779
 689.807844,   17.984167
 689.825114,    0.009878
 689.825122,    0.000725
