Ground Distance, Acceleration
   0.000000, 39014.805520
   0.000002, 39014.520001
   0.000048, 39013.204156
   0.000506, 39009.478557
   0.003598, 39000.506726
   0.012665, 38987.919274
   0.027257, 38975.320045
   0.047378, 38962.707640
   0.073066, 38950.065527
   0.104346, 38937.394657
   0.141233, 38924.696834
   0.183735, 38911.976242
   0.232117, 38899.170108
   0.286105, 38886.362207
   0.345822, 38873.525023
   0.411810, 38860.560779
   0.483416, 38847.609470
   0.561559, 38834.517615
   0.645770, 38821.381807
   0.735276, 38808.317137
   0.831900, 38795.066572
   0.934913, 38781.750818
   1.043663, 38768.455974
   1.158532, 38755.133884
   1.282222, 38741.496079
   1.412274, 38727.836813
   1.549505, 38714.077239
   1.693629, 38700.255451
   1.843727, 38686.460316
   2.001288, 38672.558460
   2.165868, 38658.597516
   2.339004, 38644.459289
   2.520066, 38630.210136
   2.707245, 38615.995144
   2.903617, 38601.587687
   3.108349, 38587.063355
   3.322768, 38572.342273
   3.544862, 38557.573175
   3.772566, 38542.890278
   4.010688, 38527.988388
   4.260875, 38512.786379
   4.516438, 38497.697618
   4.782303, 38482.432674
   5.056450, 38467.115784
   5.340688, 38451.652819
   5.634322, 38436.090108
   5.939809, 38420.308670
   6.251625, 38404.598363
   6.575361, 38388.681349
   6.906770, 38372.772589
   7.250210, 38356.668458
   7.607001, 38340.321272
   7.973701, 38323.898719
   8.352653, 38307.303099
   8.737773, 38290.802469
   9.133194, 38274.218308
   9.544824, 38257.314635
   9.965917, 38240.378471
  10.401100, 38223.230365
  10.846315, 38206.036920
  10.937191, 38202.568994
  11.186393, 38193.128818
  11.204630, 38192.441897
  11.218508, 38191.919561
  11.228639, 38191.538412
  11.231956, 38191.413666
  11.233296, 38191.363266
  11.234508, 38191.317660
  11.241733, 38191.045843
  11.279721, 38189.618046
  11.413057, 38184.624586
  11.771705, 38171.329030
  12.255237, 38153.704627
  12.747434, 38136.100089
  13.251898, 38118.388055
  13.767824, 38100.600801
  14.296423, 38082.700778
  14.845060, 38064.450079
  15.405007, 38046.148686
  15.978357, 38027.731618
  16.565805, 38009.182016
  17.162562, 37990.652989
  17.783128, 37971.703446
  18.417203, 37952.659799
  19.066368, 37933.479249
  19.730209, 37914.179389
  20.403693, 37894.907757
  21.095310, 37875.424834
  21.800557, 37855.863284
  22.520352, 37836.200843
  23.259637, 37816.309177
  24.009223, 37796.439258
  24.771972, 37776.515053
  25.552549, 37756.418748
  26.350184, 37736.176193
  27.168004, 37715.714924
  28.004880, 37695.070885
  28.844723, 37674.639406
  29.710009, 37653.875344
  30.588962, 37633.068069
  31.485476, 37612.128113
  32.404880, 37590.937822
  33.346904, 37569.512227
  34.291285, 37548.311502
  35.254882, 37526.955024
  36.242320, 37505.347212
  37.251558, 37483.540463
  38.278888, 37461.619979
  39.320724, 37439.664200
  40.380493, 37417.602663
  41.461130, 37395.378370
  42.555982, 37373.130675
  43.679186, 37350.577382
  44.808878, 37328.159727
  45.038544, 37323.633938
  45.191386, 37320.627874
  45.276650, 37318.952933
  45.346257, 37317.586645
  45.402735, 37316.478738
  45.446058, 37315.629345
  45.601262, 37312.589373
  45.606212, 37312.492478
  45.609262, 37312.432797
  45.610834, 37312.402019
  45.612549, 37312.368421
  45.626745, 37312.090303
  45.704631, 37310.565110
  45.948244, 37305.802248
  46.631479, 37292.505486
  47.793308, 37270.096965
  49.004375, 37247.001544
  50.236265, 37223.774201
  51.486484, 37200.464771
  52.759826, 37176.987256
  54.048556, 37153.486678
  55.353077, 37129.955732
  56.673847, 37106.386513
  58.017744, 37082.658648
  59.377560, 37058.901647
  60.771569, 37034.801340
  62.178435, 37010.730743
  63.602791, 36986.610151
  65.050683, 36962.339507
  66.533830, 36937.729062
  68.029253, 36913.163836
  69.544103, 36888.526049
  71.084314, 36863.721959
  72.657157, 36838.640327
  74.239811, 36813.647084
  75.848561, 36788.485506
  77.478927, 36763.228714
  79.125347, 36737.963630
  80.814146, 36712.291468
  82.506625, 36686.802939
  84.233881, 36661.030394
  85.981927, 36635.186765
  87.767968, 36609.022358
  89.575337, 36582.786018
  91.405474, 36556.458343
  93.269120, 36529.888639
  95.143848, 36503.398112
  97.045396, 36476.764541
  98.971386, 36450.023833
 100.927171, 36423.104719
 102.902503, 36396.150345
 103.301446, 36390.734488
 103.563921, 36387.176313
 103.727797, 36384.956798
 103.861764, 36383.143509
 103.950358, 36381.944939
 104.021996, 36380.976087
 104.086669, 36380.101693
 104.160456, 36379.104359
 104.219171, 36378.310968
 104.278267, 36377.512630
 104.287422, 36377.388974
 104.291892, 36377.328596
 104.294306, 36377.295966
 104.296941, 36377.260313
 104.321947, 36376.922024
 104.450197, 36375.187577
 104.898663, 36369.129958
 106.067246, 36353.399077
 108.251284, 36324.202938
 110.317204, 36296.824764
 112.409957, 36269.321166
 114.534547, 36241.629633
 116.679868, 36213.897094
 118.845469, 36186.129681
 121.051283, 36158.075090
 123.271351, 36130.065757
 125.514857, 36101.985499
 127.805972, 36073.536421
 130.113210, 36045.112909
 132.452307, 36016.522173
 134.807645, 35987.956154
 137.190497, 35959.278520
 139.595977, 35930.549358
 142.031897, 35901.676998
 144.492520, 35872.731286
 146.996461, 35843.496742
 149.532508, 35814.108676
 152.091991, 35784.669236
 154.663069, 35755.313694
 157.272391, 35725.738671
 159.917536, 35695.975507
 162.588633, 35666.137565
 165.294590, 35636.127441
 168.024125, 35606.072032
 170.779436, 35575.947787
 173.558406, 35545.778512
 176.381665, 35515.342980
 179.235675, 35484.790587
 182.114023, 35454.191172
 185.019353, 35423.517344
 187.954919, 35392.736075
 188.544917, 35386.574832
 188.634391, 35385.641207
 188.638731, 35385.595916
 188.643532, 35385.545718
 188.679593, 35385.168701
 188.872901, 35383.148209
 189.590637, 35375.654137
 191.793761, 35352.727356
 194.769229, 35321.943926
 197.809401, 35290.701221
 200.871578, 35259.442288
 203.959638, 35228.127743
 207.083220, 35196.661403
 210.245743, 35165.011624
 213.425462, 35133.396989
 216.636331, 35101.678922
 219.866683, 35069.973069
 223.150167, 35037.951610
 226.454818, 35005.928828
 229.818771, 34973.538238
 233.181034, 34941.368045
 236.587651, 34908.977217
 240.018149, 34876.562252
 243.457008, 34844.268437
 246.969826, 34811.482729
 250.494044, 34778.792201
 254.054708, 34745.964479
 257.661541, 34712.912764
 261.290482, 34679.859155
 264.949387, 34646.732339
 268.661187, 34613.327422
 272.384250, 34580.020286
 276.149989, 34546.530218
 279.938489, 34513.035568
 283.761489, 34479.433130
 287.618455, 34445.729019
 291.519192, 34411.839641
 295.445781, 34377.922129
 299.401041, 34343.952424
 300.198472, 34337.127129
 300.226303, 34336.889057
 300.239343, 34336.777523
 300.245154, 34336.727815
 300.248715, 34336.697307
 300.252070, 34336.668538
 300.281598, 34336.415334
 300.463004, 34334.860060
 301.216832, 34328.401451
 304.128567, 34303.519524
 308.226915, 34268.670603
 312.307459, 34234.170649
 316.417999, 34199.612664
 320.550260, 34165.066240
 324.730327, 34130.314534
 328.925506, 34095.630144
 333.178520, 34060.661291
 337.458193, 34025.666506
 341.790616, 33990.434255
 346.139399, 33955.261588
 350.511454, 33920.091718
 354.926109, 33884.770056
 359.394149, 33849.213079
 363.878239, 33813.718945
 368.403116, 33778.092092
 372.969760, 33742.326624
 377.568557, 33706.499107
 382.202867, 33670.584225
 386.882308, 33634.509061
 391.587856, 33598.421334
 396.315788, 33562.349244
 401.087009, 33526.133993
 405.909521, 33489.717199
 410.744515, 33453.392465
 415.634116, 33416.844031
 420.540563, 33380.355107
 425.488465, 33343.742886
 430.474603, 33307.032565
 435.521288, 33270.062316
 440.589347, 33233.120553
 440.793281, 33231.637890
 440.848503, 33231.236457
 440.918142, 33230.730251
 441.000482, 33230.131771
 441.109160, 33229.339682
 441.719945, 33224.889582
 444.024709, 33208.121202
 449.156833, 33170.916539
 454.327162, 33133.619802
 459.538950, 33096.208798
 464.790923, 33058.694020
 470.052569, 33021.293088
 475.371131, 32983.670739
 480.729341, 32945.951186
 486.114769, 32908.222481
 491.534068, 32870.438242
 496.975475, 32832.680456
 502.471158, 32794.726907
 508.025261, 32756.551727
 513.598909, 32718.423139
 519.209285, 32680.223562
 524.862409, 32641.913077
 530.543550, 32603.592155
 536.260461, 32565.208823
 542.018648, 32526.727017
 547.829454, 32488.072633
 553.676129, 32449.358503
 559.575477, 32410.474765
 565.500145, 32371.602601
 571.468929, 32332.619195
 577.472102, 32293.588986
 583.508810, 32254.517943
 589.593682, 32215.312403
 595.709514, 32176.084113
 601.873352, 32136.724616
 608.077387, 32097.285024
 609.322981, 32089.387811
 613.045992, 32065.825252
 613.095505, 32065.512304
 613.115393, 32065.386612
 613.126186, 32065.318393
 613.131490, 32065.284810
 613.136443, 32065.253413
 613.183173, 32064.957187
 613.597607, 32062.330455
 615.284721, 32051.645311
 620.237137, 32020.353316
 626.536887, 31980.705238
 632.860413, 31941.082125
 639.259285, 31901.162492
 645.689153, 31861.224960
 652.166005, 31821.170971
 658.685172, 31781.030604
 665.240922, 31740.839919
 671.848021, 31700.509516
 678.481868, 31660.190276
 685.166724, 31619.735443
