Ground Roll Distance, Acceleration
 342.412694,   -0.640528
 350.625848,   -0.638190
 407.598808,   -0.622280
 418.868016,   -0.619196
 430.095946,   -0.616144
 441.282814,   -0.613124
 452.428835,   -0.610135
 454.746258,   -0.609516
 454.788631,   -0.609504
 454.816852,   -0.609497
 454.825125,   -0.738605
 454.832728,   -0.738637
 454.908758,   -0.738952
 455.668941,   -0.742106
 463.258876,   -0.774110
 507.195748,   -0.979295
 550.712229,   -1.221706
 591.730809,   -1.494711
 603.800089,   -1.584780
 616.578084,   -1.685251
 651.865446,   -1.995771
 685.693640,   -2.347724
 716.875625,   -2.731144
 745.382036,   -3.143992
 771.265875,   -3.583865
 794.608591,   -4.047553
 815.513841,   -4.531106
 834.101720,   -5.029937
 850.502215,   -5.538939
 853.972513,   -5.656652
 856.169135,   -5.733202
 857.375665,   -5.775742
 858.531043,   -5.815525
 869.584695,   -6.218986
 873.368480,   -6.367663
 875.681071,   -6.461526
 876.544734,   -6.497054
 877.442305,   -6.533933
 885.960219,   -6.904014
 889.700516,   -7.079575
 894.244646,   -7.305750
 894.923135,   -7.340879
 895.246541,   -7.357075
 895.547652,   -7.371898
 898.464127,   -7.518965
 906.337632,   -7.954731
 912.584677,   -8.362121
 913.730432,   -8.446904
 913.929176,   -8.462078
 914.058654,   -8.472718
 914.190581,   -8.484026
 915.425986,   -8.594684
 918.726392,   -8.972546
 919.176542,   -9.051582
 919.378526,   -9.096191
 919.517410,   -9.134772
 919.609101,   -9.169241
 919.661200,   -9.200055
 919.680139,   -9.227492
 919.680459,   -9.230309
 919.680498,   -9.231591
 919.680498,   -9.231699
