Ground Distance, Angular Velocity
   0.000000,    0.000000
   1.548757,    0.000000
   6.169300,    0.000000
  13.822748,    0.000000
  24.469864,    0.000000
  38.071078,    0.000000
  54.586525,    0.000000
  73.976065,    0.000000
  96.199315,    0.000000
 121.215689,    0.000000
 148.984405,    0.000000
 179.464540,    0.000000
 212.615040,    0.000000
 248.394761,    0.000000
 286.762509,    0.000000
 327.677085,    0.000000
 371.097342,    0.000000
 416.982240,    0.000000
 465.290878,    0.000000
 515.982564,    0.000000
 569.016801,    0.000000
 624.353311,    0.000000
 681.952010,    0.000000
 688.328142,    0.000000
 748.394696,    2.546244
 810.683143,    2.125429
 846.242994,    1.922292
 900.051307,    0.000000
 933.490973,    0.000000
1001.656902,    0.000000
1071.046745,    0.000000
1095.360203,    0.000000
1165.651754,    0.000000
1196.271680,    0.000000
1266.757444,   -4.140000
1337.242266,   -0.540000
1407.726330,   -0.020000
1478.209654,    0.000000
1548.693104,    0.039251
1619.177141,    0.000749
1689.661711,    0.020000
1760.146831,    0.020000
1830.632502,    0.020000
1901.118703,    0.020000
1940.979850,    0.000000
1985.194352,   -0.063768
2055.680609,    0.000000
2126.166385,    0.000000
2196.652614,    0.040000
2267.139444,    0.020000
2337.626838,    0.020000
2408.114798,    0.020000
2478.603347,    0.020000
2549.092449,    0.020000
2619.582123,    0.020000
2690.072393,    0.020000
2760.563241,    0.020000
2831.054663,    0.020000
2901.546656,    0.020000
2972.039231,    0.020000
3042.532325,    0.020000
3113.025968,    0.020000
3183.520167,    0.020000
3254.014898,    0.020000
3324.510165,    0.020000
3395.005979,    0.020000
3465.502342,    0.020000
3535.999283,    0.020000
3606.496806,    0.020000
3676.994904,    0.020000
3747.493561,    0.020000
3817.992776,    0.020000
3888.492576,    0.020000
3958.992937,    0.020000
4029.493851,    0.020000
4099.995319,    0.020000
4170.497337,    0.020000
4240.999894,    0.020000
4311.503029,    0.020000
4382.006732,    0.020000
4452.510972,    0.020000
4523.015756,    0.020000
4593.521109,    0.020000
4664.027024,    0.020000
4734.533495,    0.020000
4805.040542,    0.020000
4875.548160,    0.020000
4946.056326,    0.020000
5016.565030,    0.020000
5087.074290,    0.020000
5157.584108,    0.020000
5228.094480,    0.020000
5298.605396,    0.020000
5369.116864,    0.020000
5439.628894,    0.020000
5510.141479,    0.020000
5580.654624,    0.020000
5651.168334,    0.020000
5721.682632,    0.020000
5792.197519,    0.020000
5862.712974,    0.020000
5933.229000,    0.020000
6003.745612,    0.020000
6074.262794,    0.020000
6144.779892,   -0.020000
6215.296866,    0.020000
6285.814442,    0.040000
6356.332543,    0.020000
6426.851220,    0.020000
6497.370448,    0.020000
6567.890234,    0.020000
6638.410578,    0.020000
6708.931487,    0.020000
6779.452938,    0.020000
6849.974942,    0.020000
6920.497505,    0.020000
6991.020630,    0.020000
7061.544292,    0.020000
7132.068518,    0.026705
7202.593305,    0.033295
7273.118618,    0.020000
7343.644504,    0.020000
7414.170920,    0.020000
7484.697908,    0.020000
7555.225457,    0.020000
7625.753532,    0.020000
7696.282137,    0.020000
7766.811284,    0.020000
7837.340957,    0.020000
7907.871170,    0.020000
7978.401934,    0.020000
8000.000000,    0.000000
