CLe, Neutral Point
   0.590614,    0.300340
   0.671366,    0.295554
   0.752357,    0.285918
   0.833586,    0.278632
   0.915052,    0.266297
   0.996753,    0.253778
   1.078688,    0.248549
   1.160857,    0.243213
   1.243261,    0.205678
   1.327136,    0.225952
   1.409017,    0.277900
   1.491131,    0.271425
   1.573480,    0.264519
   1.656064,    0.257301
   1.738883,    0.250105
