Speed (CAS), Rate of Climb
  70.184262,    0.945204
  71.013665,    1.067514
  71.843069,    1.186101
  72.672472,    1.300756
  73.501876,    1.411993
  74.331279,    1.519680
  75.160682,    1.623905
  75.990086,    1.724849
  76.819489,    1.822137
  77.648893,    1.916183
  78.478296,    2.005214
  79.307699,    2.091544
  80.137103,    2.175371
  80.966506,    2.255098
  81.795910,    2.330994
  82.625313,    2.405161
  83.454717,    2.477501
  84.284120,    2.547314
  85.113523,    2.615487
  85.942927,    2.678050
  86.772330,    2.746640
  87.601734,    2.810434
  88.431137,    2.873736
  89.260540,    2.932138
  90.089944,    2.996614
  90.919347,    3.057105
  91.748751,    3.117546
  92.578154,    3.172187
  93.407557,    3.231023
  94.236961,    3.283787
  95.066364,    3.336740
  95.895768,    3.386066
  96.725171,    3.432174
  97.554575,    3.478643
  98.383978,    3.517898
  99.213381,    3.557600
 100.042785,    3.593948
 100.872188,    3.625160
 101.701592,    3.656618
 102.530995,    3.684770
 103.360398,    3.707613
 104.189802,    3.730435
 105.019205,    3.750641
 105.848609,    3.765421
 106.678012,    3.780496
 107.507416,    3.795477
 108.336819,    3.802462
 109.166222,    3.808939
 109.995626,    3.817436
 110.825029,    3.823118
 111.654433,    3.823065
 112.483836,    3.822568
 113.313239,    3.823030
 114.142643,    3.820186
 114.972046,    3.811713
 115.801450,    3.802640
 116.630853,    3.791586
 117.460257,    3.779676
 118.289660,    3.759246
 119.119063,    3.738018
 119.948467,    3.714357
 120.777870,    3.689837
 121.607274,    3.662560
 122.436677,    3.628261
 123.266080,    3.592926
 124.095484,    3.556584
 124.924887,    3.519234
 125.754291,    3.480870
 126.583694,    3.434481
 127.413098,    3.386418
 128.242501,    3.337176
 129.071904,    3.286761
 129.901308,    3.236075
 130.730711,    3.184110
 131.560115,    3.122985
 132.389518,    3.060535
 133.218921,    2.997726
 134.048325,    2.933572
 134.877728,    2.868068
 135.707132,    2.801186
 136.536535,    2.729578
 137.365939,    2.651157
 138.195342,    2.571206
 139.024745,    2.489646
 139.854149,    2.404769
 140.683552,    2.318320
 141.512956,    2.230292
 142.342359,    2.140609
 143.171762,    2.042170
 144.001166,    1.939810
 144.830569,    1.835685
 145.659973,    1.729796
 146.489376,    1.622227
 147.318779,    1.512872
 148.148183,    1.401724
 148.977586,    1.288880
 149.806990,    1.175625
 150.636393,    1.052853
 151.465797,    0.927803
 152.295200,    0.800921
