CLh_e, CDh_e
  -0.930257,    0.013683
  -0.910567,    0.013724
  -0.889684,    0.013768
  -0.867611,    0.013814
  -0.844361,    0.013870
  -0.819940,    0.013998
  -0.794351,    0.014182
  -0.767594,    0.014365
  -0.739670,    0.014549
  -0.704406,    0.014632
  -0.679088,    0.015333
  -0.652605,    0.016523
  -0.624954,    0.019248
  -0.596131,    0.020767
  -0.566133,    0.020848
