Ground Roll Distance, Horizontal Forces
1117.822418, -3186.879826
1144.387939, -3178.854493
1328.355330, -3124.322058
1364.776405, -3113.740648
1401.074596, -3103.265018
1437.250428, -3092.894089
1473.304426, -3082.626795
1480.500652, -3080.585680
1480.700543, -3080.529023
1480.795193, -3080.502195
1480.893308, -3080.474387
1480.954218, -3080.457123
1480.975005, -3080.451232
1480.982233, -3080.449183
1480.984878, -10124.907086
1480.987375, -10124.915385
1481.012343, -10124.998370
1481.262015, -10125.828219
1483.758025, -10134.126815
1508.646640, -10217.122267
1684.022558, -10814.933882
1746.324980, -11032.929800
1768.525456, -11110.709813
1790.052165, -11185.533148
1953.953040, -11767.281340
2110.493241, -12343.594433
2259.450412, -12911.887071
2400.608761, -13469.498828
2533.760383, -14013.721141
2658.706582, -14541.827087
2775.259201, -15051.103528
2883.241925, -15538.885077
2982.491542, -16002.589224
3072.859151, -16439.751865
3082.612247, -16487.903383
3088.514909, -16516.291865
3093.853733, -16539.949817
3145.222090, -16769.963738
3218.489898, -17106.395037
3282.494920, -17410.213363
3337.129010, -17679.533789
3382.302672, -17912.732199
3417.945804, -18108.471783
3444.008287, -18265.724833
3460.460419, -18383.789241
3467.293167, -18462.299185
3467.506125, -18473.281110
3467.506614, -18473.793020
